term,recent_n,prior_n,share_prior_pct,share_recent_pct,growth_x,score
endometrial cancer,62,58,0.024,0.034,1.4,2.69
racism,1236,1510,0.628,0.678,1.1,2.69
sequencing platform,413,477,0.198,0.227,1.1,2.69
spatial distribution,1071,1301,0.541,0.588,1.1,2.69
investigator award,210,230,0.096,0.115,1.2,2.69
constructs,128,133,0.055,0.07,1.3,2.69
epileptic encephalopathies,157,167,0.069,0.086,1.2,2.69
aerosol,50,45,0.019,0.027,1.5,2.69
genital infection,71,68,0.028,0.039,1.4,2.69
medical examiners,71,68,0.028,0.039,1.4,2.69
examiners,71,68,0.028,0.039,1.4,2.69
maternal vaccination,95,95,0.04,0.052,1.3,2.69
significance,762,912,0.379,0.418,1.1,2.68
outsourcing,79,77,0.032,0.043,1.4,2.68
dropout,680,809,0.337,0.373,1.1,2.68
niche,755,903,0.376,0.414,1.1,2.68
special,852,1025,0.427,0.468,1.1,2.68
disease classification,328,373,0.155,0.18,1.2,2.68
presentation pathway,209,229,0.095,0.115,1.2,2.68
antigen presentation pathway,209,229,0.095,0.115,1.2,2.68
cardiac,7012,8955,3.726,3.848,1.0,2.68
adjuvant endocrine therapy,61,57,0.024,0.033,1.4,2.68
adjuvant endocrine,61,57,0.024,0.033,1.4,2.68
touch sensation,860,1035,0.431,0.472,1.1,2.68
archival,194,211,0.088,0.106,1.2,2.68
slide imaging,204,223,0.093,0.112,1.2,2.68
whole slide imaging,204,223,0.093,0.112,1.2,2.68
saga,61,57,0.024,0.033,1.4,2.68
fractionated,94,94,0.039,0.052,1.3,2.68
senile,1406,1726,0.718,0.771,1.1,2.68
cardiorespiratory,229,253,0.105,0.126,1.2,2.68
toxicities,61,57,0.024,0.033,1.4,2.68
smiling,61,57,0.024,0.033,1.4,2.68
antenatal,420,486,0.202,0.23,1.1,2.68
pumps,127,132,0.055,0.07,1.3,2.68
meningeal lymphatic,94,94,0.039,0.052,1.3,2.68
meningeal lymphatic system,94,94,0.039,0.052,1.3,2.68
spinocerebellar ataxias,156,166,0.069,0.086,1.2,2.68
coronary artery disease,61,57,0.024,0.033,1.4,2.68
airborne,199,217,0.09,0.109,1.2,2.68
neuromedin,49,44,0.018,0.027,1.5,2.68
decline alzheimer,49,44,0.018,0.027,1.5,2.68
marijuana pregnancy,61,57,0.024,0.033,1.4,2.68
dephosphorylation,562,662,0.275,0.308,1.1,2.67
protein dephosphorylation,562,662,0.275,0.308,1.1,2.67
therapeutic immunosuppression,304,344,0.143,0.167,1.2,2.67
regrets,114,117,0.049,0.063,1.3,2.67
image archival,188,204,0.085,0.103,1.2,2.67
image archival system,188,204,0.085,0.103,1.2,2.67
archival system,188,204,0.085,0.103,1.2,2.67
glycosaminoglycan,86,85,0.035,0.047,1.3,2.67
poison,678,807,0.336,0.372,1.1,2.67
exercise test,248,276,0.115,0.136,1.2,2.67
endocytic,114,117,0.049,0.063,1.3,2.67
neural network architecture,161,172,0.072,0.088,1.2,2.67
defecation,70,67,0.028,0.038,1.4,2.67
neurologist,670,797,0.332,0.368,1.1,2.67
social mobility,60,56,0.023,0.033,1.4,2.67
macaque,120,124,0.052,0.066,1.3,2.67
puberty transition,48,43,0.018,0.026,1.5,2.67
alzheimer disease diagnostic,78,76,0.032,0.043,1.4,2.67
inspire,48,43,0.018,0.026,1.5,2.67
vascular,7767,9938,4.135,4.262,1.0,2.66
federally qualified,448,521,0.217,0.246,1.1,2.66
distress,3855,4870,2.026,2.115,1.0,2.66
educational activities,927,1120,0.466,0.509,1.1,2.66
telomere shortening,252,281,0.117,0.138,1.2,2.66
gnotobiotic,661,786,0.327,0.363,1.1,2.66
middle school,213,234,0.097,0.117,1.2,2.66
sars-cov-2 spike,371,426,0.177,0.204,1.1,2.66
quality integrity,47,42,0.017,0.026,1.5,2.66
cultured tumor,47,42,0.017,0.026,1.5,2.66
cultured tumor cells,47,42,0.017,0.026,1.5,2.66
allergic inflammation,271,304,0.126,0.149,1.2,2.66
pericardial,107,109,0.045,0.059,1.3,2.66
stat protein,149,158,0.066,0.082,1.2,2.66
venous thromboembolism,276,310,0.129,0.151,1.2,2.66
inhalators,69,66,0.027,0.038,1.4,2.66
plasmodium vivax,233,258,0.107,0.128,1.2,2.66
human bites,47,42,0.017,0.026,1.5,2.66
somatic,2912,3656,1.521,1.598,1.1,2.65
lipid peroxides,119,123,0.051,0.065,1.3,2.65
stat6 gene,99,100,0.042,0.054,1.3,2.65
internship,251,280,0.117,0.138,1.2,2.65
glypican,59,55,0.023,0.032,1.4,2.65
anti-racism,131,137,0.057,0.072,1.3,2.65
simplex,222,245,0.102,0.122,1.2,2.65
intramuscular injections,181,196,0.082,0.099,1.2,2.65
intensive,1652,2041,0.849,0.906,1.1,2.65
airways disease,59,55,0.023,0.032,1.4,2.65
post-concussion,77,75,0.031,0.042,1.4,2.65
ruptured,119,123,0.051,0.065,1.3,2.65
underemployment,59,55,0.023,0.032,1.4,2.65
focused,425,493,0.205,0.233,1.1,2.64
peripheral,13064,16834,7.005,7.168,1.0,2.64
center cancer,1169,1427,0.594,0.641,1.1,2.64
pleural,175,189,0.079,0.096,1.2,2.64
cancer screening trial,68,65,0.027,0.037,1.4,2.64
defining role,269,302,0.126,0.148,1.2,2.64
acuity,421,488,0.203,0.231,1.1,2.64
stereoisomer,76,74,0.031,0.042,1.4,2.64
glucosyltransferase,68,65,0.027,0.037,1.4,2.64
intermittent fasting,118,122,0.051,0.065,1.3,2.64
pulmonary arterial hypertension,382,440,0.183,0.21,1.1,2.64
arterial hypertension,382,440,0.183,0.21,1.1,2.64
petroleum,76,74,0.031,0.042,1.4,2.64
ccl20 gene,76,74,0.031,0.042,1.4,2.64
ccl20,76,74,0.031,0.042,1.4,2.64
local anti-infective agents,58,54,0.022,0.032,1.4,2.64
local anti-infective,58,54,0.022,0.032,1.4,2.64
legal status,58,54,0.022,0.032,1.4,2.64
epilepsies,175,189,0.079,0.096,1.2,2.64
street,46,41,0.017,0.025,1.5,2.64
viral nonstructural proteins,46,41,0.017,0.025,1.5,2.64
nonstructural proteins,46,41,0.017,0.025,1.5,2.64
viral nonstructural,46,41,0.017,0.025,1.5,2.64
frontline worker,84,83,0.035,0.046,1.3,2.64
follow-up,14025,18088,7.527,7.696,1.0,2.63
qualified,449,523,0.218,0.246,1.1,2.63
co-immunoprecipitations,838,1009,0.42,0.46,1.1,2.63
university utah,67,64,0.027,0.037,1.4,2.63
connect,45,40,0.017,0.025,1.5,2.63
lung injury,1875,2327,0.968,1.029,1.1,2.63
metabolites,346,396,0.165,0.19,1.2,2.63
family planning,210,231,0.096,0.115,1.2,2.63
acid supplementation,180,195,0.081,0.099,1.2,2.63
hospitalists,67,64,0.027,0.037,1.4,2.63
copayment,45,40,0.017,0.025,1.5,2.63
nexus,45,40,0.017,0.025,1.5,2.63
teleost fish,45,40,0.017,0.025,1.5,2.63
connective tissue diseases,147,156,0.065,0.081,1.2,2.63
tissue diseases,147,156,0.065,0.081,1.2,2.63
serodiagnosis,45,40,0.017,0.025,1.5,2.63
residential,371,427,0.178,0.204,1.1,2.62
metaplasia,340,389,0.162,0.187,1.2,2.62
students,8012,10261,4.27,4.396,1.0,2.62
live cell,1711,2118,0.881,0.939,1.1,2.62
blood count,135,142,0.059,0.074,1.3,2.62
occupations,1783,2210,0.92,0.978,1.1,2.62
livestock,253,283,0.118,0.139,1.2,2.62
therapy resistance,83,82,0.034,0.046,1.3,2.62
touch,860,1037,0.432,0.472,1.1,2.62
older adults,1008,1224,0.509,0.553,1.1,2.62
tgfbr2 gene,66,63,0.026,0.036,1.4,2.62
tgfbr2,66,63,0.026,0.036,1.4,2.62
sortase,83,82,0.034,0.046,1.3,2.62
locomotion,767,920,0.383,0.421,1.1,2.62
protein-protein interaction,75,73,0.03,0.041,1.4,2.62
electrocardiogram,767,920,0.383,0.421,1.1,2.62
american heart,465,543,0.226,0.255,1.1,2.62
informing,66,63,0.026,0.036,1.4,2.62
junk,66,63,0.026,0.036,1.4,2.62
regenerating,44,39,0.016,0.024,1.5,2.62
tissue cells,44,39,0.016,0.024,1.5,2.62
combined antibiotics,104,106,0.044,0.057,1.3,2.62
motion sensor,66,63,0.026,0.036,1.4,2.62
dyskinesias,97,98,0.041,0.053,1.3,2.62
bronchioles,44,39,0.016,0.024,1.5,2.62
sexual maturation,66,63,0.026,0.036,1.4,2.62
parasite control,104,106,0.044,0.057,1.3,2.62
adjuvant,2912,3659,1.523,1.598,1.0,2.61
rhythms,1179,1441,0.6,0.647,1.1,2.61
pericytes,769,923,0.384,0.422,1.1,2.61
hyperactivity,2577,3228,1.343,1.414,1.1,2.61
childhood brain neoplasm,257,288,0.12,0.141,1.2,2.61
brain neoplasm,257,288,0.12,0.141,1.2,2.61
runx1 gene,204,224,0.093,0.112,1.2,2.61
tomosynthesis,116,120,0.05,0.064,1.3,2.61
stat1 gene,387,447,0.186,0.212,1.1,2.61
stenosis,663,790,0.329,0.364,1.1,2.61
whole slide,204,224,0.093,0.112,1.2,2.61
cognitive interview,317,361,0.15,0.174,1.2,2.61
rutgers,43,38,0.016,0.024,1.5,2.61
endometriosis,276,311,0.129,0.151,1.2,2.61
upstream,204,224,0.093,0.112,1.2,2.61
hispanic community,308,350,0.146,0.169,1.2,2.61
xerostomia,199,218,0.091,0.109,1.2,2.61
cathelicidin,82,81,0.034,0.045,1.3,2.61
arterial tonometry,56,52,0.022,0.031,1.4,2.61
antitubercular,214,236,0.098,0.117,1.2,2.61
urticaria,56,52,0.022,0.031,1.4,2.61
developmental mechanisms,43,38,0.016,0.024,1.5,2.61
network core,43,38,0.016,0.024,1.5,2.61
drug induced,103,105,0.044,0.057,1.3,2.61
syphilis serodiagnosis,43,38,0.016,0.024,1.5,2.61
neonatal encephalopathy,43,38,0.016,0.024,1.5,2.61
brain organoids,43,38,0.016,0.024,1.5,2.61
biodegradable scaffold,43,38,0.016,0.024,1.5,2.61
gene expression,27272,35401,14.731,14.965,1.0,2.6
label,10650,13694,5.698,5.844,1.0,2.6
cervical cancer prevention,261,293,0.122,0.143,1.2,2.6
fluorodeoxyglucose positron emission,365,420,0.175,0.2,1.1,2.6
fluorodeoxyglucose positron,365,420,0.175,0.2,1.1,2.6
hydrogels,1245,1525,0.635,0.683,1.1,2.6
chronic infection,1680,2079,0.865,0.922,1.1,2.6
deletion,1977,2459,1.023,1.085,1.1,2.6
menopause,737,883,0.367,0.404,1.1,2.6
interleukin-13,618,734,0.305,0.339,1.1,2.6
cognitive testing,2077,2587,1.076,1.14,1.1,2.6
acid-based,115,119,0.05,0.063,1.3,2.6
kidney cell,521,613,0.255,0.286,1.1,2.6
double-strand break repair,42,37,0.015,0.023,1.5,2.6
resistance frequency,89,89,0.037,0.049,1.3,2.6
amoxicillin,55,51,0.021,0.03,1.4,2.6
trans-omics,425,494,0.206,0.233,1.1,2.6
beta receptor,115,119,0.05,0.063,1.3,2.6
concentrations,42,37,0.015,0.023,1.5,2.6
low-resource,65,62,0.026,0.036,1.4,2.6
prealbumin,89,89,0.037,0.049,1.3,2.6
critically,256,287,0.119,0.14,1.2,2.6
multicomponent,42,37,0.015,0.023,1.5,2.6
self-injurious behavior,284,321,0.134,0.156,1.2,2.6
neuroproteomics,65,62,0.026,0.036,1.4,2.6
ecuador,65,62,0.026,0.036,1.4,2.6
biomolecular condensates,42,37,0.015,0.023,1.5,2.6
infusion procedures,2471,3093,1.287,1.356,1.1,2.59
open source,2189,2731,1.136,1.201,1.1,2.59
population characteristics,144,153,0.064,0.079,1.2,2.59
nanoimaging,41,36,0.015,0.022,1.5,2.59
primary caregiver,232,258,0.107,0.127,1.2,2.59
centromere,342,392,0.163,0.188,1.2,2.59
host-associated,64,61,0.025,0.035,1.4,2.59
interval training,64,61,0.025,0.035,1.4,2.59
medical residency,41,36,0.015,0.022,1.5,2.59
alpha helix,197,216,0.09,0.108,1.2,2.59
lymphocyte immortalization,41,36,0.015,0.022,1.5,2.59
cellular senescence,127,133,0.055,0.07,1.3,2.59
visual attention,232,258,0.107,0.127,1.2,2.59
beige,41,36,0.015,0.022,1.5,2.59
primary cell cultures,311,354,0.147,0.171,1.2,2.59
stressful,449,524,0.218,0.246,1.1,2.59
stratum corneum,54,50,0.021,0.03,1.4,2.59
interoceptive,41,36,0.015,0.022,1.5,2.59
pyroptosis,41,36,0.015,0.022,1.5,2.59
cfar,41,36,0.015,0.022,1.5,2.59
linkedin,54,50,0.021,0.03,1.4,2.59
mannose binding,41,36,0.015,0.022,1.5,2.59
mannose binding lectin,41,36,0.015,0.022,1.5,2.59
limb salvage,41,36,0.015,0.022,1.5,2.59
intense,41,36,0.015,0.022,1.5,2.59
migrations,64,61,0.025,0.035,1.4,2.59
excess,350,402,0.167,0.192,1.1,2.58
society,823,992,0.413,0.452,1.1,2.58
neoplasm lymph,165,178,0.074,0.091,1.2,2.58
metastatic neoplasm lymph,165,178,0.074,0.091,1.2,2.58
neoplasm lymph nodes,165,178,0.074,0.091,1.2,2.58
industry collaboration,160,172,0.072,0.088,1.2,2.58
wood smoke,40,35,0.015,0.022,1.5,2.58
sarcopenia,498,585,0.243,0.273,1.1,2.58
modern,341,391,0.163,0.187,1.1,2.58
respiratory microbiome,114,118,0.049,0.063,1.3,2.58
trans-omics precision medicine,419,487,0.203,0.23,1.1,2.58
trans-omics precision,419,487,0.203,0.23,1.1,2.58
attenuate,40,35,0.015,0.022,1.5,2.58
cardiac fibrosis,40,35,0.015,0.022,1.5,2.58
fontan,40,35,0.015,0.022,1.5,2.58
forensic medicine,114,118,0.049,0.063,1.3,2.58
enrich,40,35,0.015,0.022,1.5,2.58
pre-implantation embryo,101,103,0.043,0.055,1.3,2.58
innovations,87,87,0.036,0.048,1.3,2.57
computing resources,795,957,0.398,0.436,1.1,2.57
blockers,336,385,0.16,0.184,1.2,2.57
sharing networks,180,196,0.082,0.099,1.2,2.57
states department,623,741,0.308,0.342,1.1,2.57
united states department,623,741,0.308,0.342,1.1,2.57
ribosylation,143,152,0.063,0.078,1.2,2.57
university colorado cancer,63,60,0.025,0.035,1.4,2.57
colorado cancer center,63,60,0.025,0.035,1.4,2.57
parasitic,615,731,0.304,0.337,1.1,2.57
cell cultures,313,357,0.149,0.172,1.2,2.57
technology technique,107,110,0.046,0.059,1.3,2.57
concurrent,53,49,0.02,0.029,1.4,2.57
community pharmacy,63,60,0.025,0.035,1.4,2.57
fluids secretions,113,117,0.049,0.062,1.3,2.57
craniofacial disorder,94,95,0.04,0.052,1.3,2.57
gender minority youth,87,87,0.036,0.048,1.3,2.57
medical vulnerability,63,60,0.025,0.035,1.4,2.57
pain,7987,10235,4.259,4.383,1.0,2.56
carbohydrate binding,62,59,0.025,0.034,1.4,2.56
injury,18917,24485,10.188,10.38,1.0,2.56
thinking,2400,3004,1.25,1.317,1.1,2.56
virginia,1026,1249,0.52,0.563,1.1,2.56
point-of-care diagnostics,317,362,0.151,0.174,1.2,2.56
tamoxifen,1172,1434,0.597,0.643,1.1,2.56
polyethylene glycols,185,202,0.084,0.102,1.2,2.56
immunologic surveillance,1074,1310,0.545,0.589,1.1,2.56
two-photon,1834,2278,0.948,1.006,1.1,2.56
mononuclear,2831,3558,1.481,1.553,1.0,2.56
community-based,210,232,0.097,0.115,1.2,2.56
surface proteins,541,639,0.266,0.297,1.1,2.56
environments,205,226,0.094,0.112,1.2,2.56
lavage,645,769,0.32,0.354,1.1,2.56
vaping nicotine,71,69,0.029,0.039,1.4,2.56
surgical management,190,208,0.087,0.104,1.2,2.56
microsatellite,335,384,0.16,0.184,1.2,2.56
hosts,62,59,0.025,0.034,1.4,2.56
ozone,258,290,0.121,0.142,1.2,2.56
proline-rich,52,48,0.02,0.029,1.4,2.56
anterior cruciate,142,151,0.063,0.078,1.2,2.56
anterior cruciate ligament,142,151,0.063,0.078,1.2,2.56
acute,21481,27839,11.584,11.787,1.0,2.55
subtypes,1861,2313,0.962,1.021,1.1,2.55
minnesota,990,1204,0.501,0.543,1.1,2.55
b-lymphocyte,1162,1422,0.592,0.638,1.1,2.55
tumor volume,407,473,0.197,0.223,1.1,2.55
vascular diseases,2377,2975,1.238,1.304,1.1,2.55
molecular marker,1695,2101,0.874,0.93,1.1,2.55
two-arm trial,51,47,0.02,0.028,1.4,2.55
vaper,70,68,0.028,0.038,1.4,2.55
pollutant,789,950,0.395,0.433,1.1,2.55
search,224,249,0.104,0.123,1.2,2.55
tailored,338,388,0.161,0.185,1.1,2.55
primary cell,312,356,0.148,0.171,1.2,2.55
falciparum,816,984,0.409,0.448,1.1,2.55
mitochondrial fitness,70,68,0.028,0.038,1.4,2.55
preadolescence,184,201,0.084,0.101,1.2,2.55
antibody binding,141,150,0.062,0.077,1.2,2.55
defining mechanisms,130,137,0.057,0.071,1.3,2.55
behavioral assay,1013,1233,0.513,0.556,1.1,2.55
disease-modifying second-line,51,47,0.02,0.028,1.4,2.55
disease-modifying second-line drugs,51,47,0.02,0.028,1.4,2.55
second-line drugs,51,47,0.02,0.028,1.4,2.55
sensory cortex,390,452,0.188,0.214,1.1,2.55
teleost,70,68,0.028,0.038,1.4,2.55
neuromodulation,252,283,0.118,0.138,1.2,2.55
immune dysregulation,70,68,0.028,0.038,1.4,2.55
brain network,51,47,0.02,0.028,1.4,2.55
grade dysplasia,117,122,0.051,0.064,1.3,2.54
bundling,123,129,0.054,0.067,1.3,2.54
ineffective,427,498,0.207,0.234,1.1,2.54
granuloma,315,360,0.15,0.173,1.2,2.54
pre-doctoral,1657,2053,0.854,0.909,1.1,2.54
floods,297,338,0.141,0.163,1.2,2.54
peptide synthesis,178,194,0.081,0.098,1.2,2.54
postoperative period,1335,1642,0.683,0.733,1.1,2.54
south american,178,194,0.081,0.098,1.2,2.54
variants concern,198,218,0.091,0.109,1.2,2.54
genetic crossing,92,93,0.039,0.05,1.3,2.54
neural stem,105,108,0.045,0.058,1.3,2.54
photic,198,218,0.091,0.109,1.2,2.54
neurofibrillary tangles,1260,1547,0.644,0.691,1.1,2.54
tangles,1260,1547,0.644,0.691,1.1,2.54
atherosclerotic,218,242,0.101,0.12,1.2,2.54
desert fever,77,76,0.032,0.042,1.3,2.54
serous,431,503,0.209,0.236,1.1,2.53
image cytometry,156,168,0.07,0.086,1.2,2.53
polyclonal antibody,232,259,0.108,0.127,1.2,2.53
community actions,151,162,0.067,0.083,1.2,2.53
hypothermia,310,354,0.147,0.17,1.2,2.53
mood symptom,217,241,0.1,0.119,1.2,2.53
protein synthesis inhibition,91,92,0.038,0.05,1.3,2.53
peptidyl-dipeptidase,104,107,0.045,0.057,1.3,2.53
environmental factors,84,84,0.035,0.046,1.3,2.53
coronary artery,863,1044,0.434,0.474,1.1,2.53
virtual visit,60,57,0.024,0.033,1.4,2.53
community practice,632,754,0.314,0.347,1.1,2.52
positron emission tomography,421,491,0.204,0.231,1.1,2.52
manuals,3045,3836,1.596,1.671,1.0,2.52
protein profiling,268,303,0.126,0.147,1.2,2.52
craving,1280,1573,0.655,0.702,1.1,2.52
direct care,49,45,0.019,0.027,1.4,2.52
methylation biomarker,202,223,0.093,0.111,1.2,2.52
commercial,417,486,0.202,0.229,1.1,2.52
therapy clinical trials,150,161,0.067,0.082,1.2,2.52
eosinophil,421,491,0.204,0.231,1.1,2.52
sex-specific,145,155,0.064,0.08,1.2,2.52
dietary fatty,97,99,0.041,0.053,1.3,2.52
dietary fatty acid,97,99,0.041,0.053,1.3,2.52
syncytial,404,470,0.196,0.222,1.1,2.52
loss treatment,110,114,0.047,0.06,1.3,2.52
mechanisms cardiac,49,45,0.019,0.027,1.4,2.52
electrophysiologic,139,148,0.062,0.076,1.2,2.52
prenatal experience,49,45,0.019,0.027,1.4,2.52
ritual,49,45,0.019,0.027,1.4,2.52
ritual compulsion,49,45,0.019,0.027,1.4,2.52
portability,1839,2287,0.952,1.009,1.1,2.51
serial imaging,547,648,0.27,0.3,1.1,2.51
dosage,2305,2885,1.2,1.265,1.1,2.51
alveolar,1967,2451,1.02,1.079,1.1,2.51
epstein-barr virus infections,181,198,0.082,0.099,1.2,2.51
sieve,206,228,0.095,0.113,1.2,2.51
clinical protocol,160,173,0.072,0.088,1.2,2.51
synthesis pathway,267,302,0.126,0.147,1.2,2.51
porcine,992,1208,0.503,0.544,1.1,2.51
thioredoxin reductase,48,44,0.018,0.026,1.4,2.51
dental students,48,44,0.018,0.026,1.4,2.51
disease surveillance,196,216,0.09,0.108,1.2,2.51
planet earth,382,443,0.184,0.21,1.1,2.51
electronic structure,216,240,0.1,0.119,1.2,2.51
salivary gland,176,192,0.08,0.097,1.2,2.51
stroke volume,83,83,0.035,0.046,1.3,2.51
visual plasticity,48,44,0.018,0.026,1.4,2.51
subcortical,103,106,0.044,0.057,1.3,2.51
voice disorders,133,141,0.059,0.073,1.2,2.51
biology infectious,48,44,0.018,0.026,1.4,2.51
rna-binding,1765,2193,0.913,0.968,1.1,2.5
locus,2835,3567,1.484,1.556,1.0,2.5
cancer network,289,329,0.137,0.159,1.2,2.5
modulator,294,335,0.139,0.161,1.2,2.5
neuropeptides,1077,1316,0.548,0.591,1.1,2.5
slice,3369,4255,1.771,1.849,1.0,2.5
brain surgery,102,105,0.044,0.056,1.3,2.5
agricultural,200,221,0.092,0.11,1.2,2.5
janus,154,166,0.069,0.085,1.2,2.5
vaccine-induced antibodies,320,367,0.153,0.176,1.1,2.5
tgfb1,154,166,0.069,0.085,1.2,2.5
career exploration,96,98,0.041,0.053,1.3,2.5
lung infections,840,1016,0.423,0.461,1.1,2.5
competition,149,160,0.067,0.082,1.2,2.5
clinical scientist award,298,340,0.141,0.164,1.2,2.5
neurovascular unit,342,394,0.164,0.188,1.1,2.5
keratopathy,58,55,0.023,0.032,1.4,2.5
hypoplasia,102,105,0.044,0.056,1.3,2.5
school-based,58,55,0.023,0.032,1.4,2.5
endocardium,67,65,0.027,0.037,1.4,2.5
self-injurious,285,324,0.135,0.156,1.2,2.5
immunity against,75,74,0.031,0.041,1.3,2.5
york city,868,1052,0.438,0.476,1.1,2.49
exploring,525,621,0.258,0.288,1.1,2.49
liver diseases,2364,2962,1.233,1.297,1.1,2.49
nerve supply,1230,1511,0.629,0.675,1.1,2.49
k27m mutation,66,64,0.027,0.036,1.4,2.49
oxytocin receptor,164,178,0.074,0.09,1.2,2.49
genetic carriers,74,73,0.03,0.041,1.3,2.49
ones,297,339,0.141,0.163,1.2,2.49
loved,297,339,0.141,0.163,1.2,2.49
loved ones,297,339,0.141,0.163,1.2,2.49
microtubule-organizing center,108,112,0.047,0.059,1.3,2.49
microtubule-organizing,108,112,0.047,0.059,1.3,2.49
longitudinal assessment,47,43,0.018,0.026,1.4,2.49
plastic embedding,47,43,0.018,0.026,1.4,2.49
cerebral edema,108,112,0.047,0.059,1.3,2.49
self assessment,328,377,0.157,0.18,1.1,2.49
autonomic dysfunction,233,261,0.109,0.128,1.2,2.49
syncytial virus,401,467,0.194,0.22,1.1,2.49
respiratory syncytial virus,401,467,0.194,0.22,1.1,2.49
respiratory syncytial,401,467,0.194,0.22,1.1,2.49
commune,164,178,0.074,0.09,1.2,2.49
critically children,204,226,0.094,0.112,1.2,2.49
vein occlusion,57,54,0.022,0.031,1.4,2.49
reproductive medicine,148,159,0.066,0.081,1.2,2.49
nutrition assessment,66,64,0.027,0.036,1.4,2.49
social adversity,120,126,0.052,0.066,1.3,2.49
suicide mortality,66,64,0.027,0.036,1.4,2.49
medical oncologist,246,277,0.115,0.135,1.2,2.48
muscle form,694,833,0.347,0.381,1.1,2.48
heart failure,4132,5243,2.182,2.267,1.0,2.48
immunogenetics,232,260,0.108,0.127,1.2,2.48
chronic kidney failure,1925,2399,0.998,1.056,1.1,2.48
tissue donations,46,42,0.017,0.025,1.4,2.48
sterol,113,118,0.049,0.062,1.3,2.48
benefits risks,840,1017,0.423,0.461,1.1,2.48
acute liver,147,158,0.066,0.081,1.2,2.48
radiation accidents,113,118,0.049,0.062,1.3,2.48
beneficial microorganism,119,125,0.052,0.065,1.3,2.48
resolving,81,81,0.034,0.044,1.3,2.48
mucosal site,213,237,0.099,0.117,1.2,2.48
coral,46,42,0.017,0.025,1.4,2.48
klebsiella pneumoniae,379,440,0.183,0.208,1.1,2.48
disease pathogenesis,125,132,0.055,0.069,1.2,2.48
athletic,184,202,0.084,0.101,1.2,2.48
nematode,101,104,0.043,0.055,1.3,2.48
mind body interaction,46,42,0.017,0.025,1.4,2.48
body interaction,46,42,0.017,0.025,1.4,2.48
specialty,1519,1880,0.782,0.834,1.1,2.47
learning materials,250,282,0.117,0.137,1.2,2.47
cell fate control,357,413,0.172,0.196,1.1,2.47
fate control,357,413,0.172,0.196,1.1,2.47
radiologist,567,674,0.28,0.311,1.1,2.47
pluripotent stem cell,5179,6599,2.746,2.842,1.0,2.47
colombia,141,151,0.063,0.077,1.2,2.47
circadian dysregulation,555,659,0.274,0.305,1.1,2.47
milk,793,958,0.399,0.435,1.1,2.47
inpatients,1613,2000,0.832,0.885,1.1,2.47
withholding,141,151,0.063,0.077,1.2,2.47
withholding treatment,141,151,0.063,0.077,1.2,2.47
uchl1 gene,45,41,0.017,0.025,1.4,2.47
smarcb1 gene,65,63,0.026,0.036,1.4,2.47
