record_id,pubmed_id,year,title,journal,themes,subthemes,is_meta,in_substantive_corpus,admin_ics,cofunding_ics,tag_evidence_summary
316,36782129,2023,Mental health and social support among glaucoma patients enrolled in the NIH All of Us COVID-19 Participant Experience (COPE) survey,BMC Ophthalmology,3;4;6;7;8;17;18,,false,true,,,3:Researcher Workbench|electronic health record|workbench|EHR|notebook; 4:depression|anxiety|marijuana|mental health|coping|stress; 6:social determinants of health|Medicaid|African American|income|Hispanic; 7:wearable; 8:COVID-19; 17:data sharing|biospecimen; 18:glaucoma|eye disease|vision|optic nerve|ophthalmology
317,36763157,2023,Alopecia areata in underrepresented groups: preliminary analysis of the all of us research program,Archives of Dermatological Research,6;12,,false,true,,,6:underrepresented groups|underrepresented|income; 12:alopecia areata|dermatologic|alopecia
321,37579839,2023,Underdiagnosis of psoriasis in underrepresented groups: An 'All of Us' database analysis,Journal of the American Academy of Dermatology,6;9;12,,false,true,,,6:underrepresented groups|underrepresented; 9:psoriasis; 12:psoriasis
323,37734665,2023,Association of psoriasis and systemic lupus erythematosus and mediation effects of tumor necrosis factor-α inhibitors: A cross-sectional study in the All of Us Research Program,Journal of the American Academy of Dermatology,5;9;12,,false,true,OD,OD;TR,5:tumor; 9:lupus|systemic lupus|psoriasis; 12:psoriasis
328,36216933,2022,Association of step counts over time with the risk of chronic disease in the All of Us Research Program,Nature Medicine,1;2;3;4;6;7;8;13;14;17,,false,true,HL;OD,HL;OD;TR,1:hypertension|heart failure|type 2 diabetes|obesity|ejection fraction|coronary|blood pressure|cardiometabolic|BMI|diabetes|CAD|cardiovascular disease|cardiovascular; 2:genomics|imputation|phenome-wide|association study; 3:re-identification|Researcher Workbench|ICD|workbench|missing data|EHR|phecode; 4:depression|major depressive disorder|smoking|depressive|MDD; 6:African American|education level; 7:step count|Fitbit|wearable|physical activity|sedentary|wearable device|steps per day; 8:COVID-19; 13:obstructive sleep apnea|sleep apnea; 14:carpal tunnel|neurological; 17:informed consent|consent process
329,36435346,2022,Kidney Stone Prevalence Based on Self-Report and Electronic Health Records: Insight into the Prevalence of Active Medical Care for Kidney Stones,Urology,1,,false,true,DK;OD,DK;OD;TR,1:kidney stone
337,37755822,2023,Barriers to Care Among Sexual and Gender Minority Individuals With Chronic Inflammatory Skin Diseases in the US,JAMA Dermatology,6,,false,true,OD;TR,OD;TR,6:gender minority|minority|race and ethnicity|SGM
342,36173112,2022,Concordance of SARS-CoV-2 Antibody Results during a Period of Low Prevalence,mSphere,3;8,,false,true,OD,OD,3:public health surveillance; 8:SARS-CoV-2|COVID-19|antibody|infection|immune response|vaccine
343,36244557,2022,Racial and ethnic differences in barriers to care among US adults with chronic inflammatory skin diseases: A cross-sectional study of the All of Us Research Program,Journal of the American Academy of Dermatology,6;12,,false,true,OD,OD;TR,6:racial and ethnic|rural|structural barriers|income|minority|race and ethnicity|Hispanic; 12:dermatologic
344,34406131,2021,Communicating to Engage: An Improvisational Theater-Based Communication Training Designed to Support Community-Academic Partnership Development,Academic Medicine : Journal of the Association of American Medical Colleges,17,,false,true,OD;TR,OD;TR,17:community-based participatory|stakeholder
345,31797629,2019,Frequency of ClinVar Pathogenic Variants in Chronic Kidney Disease Patients Surveyed for Return of Research Results at a Cleveland Public Hospital,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,1;2;16,,false,true,TR,TR,1:CKD|renal|kidney disease; 2:ClinVar; 16:pharmacogenomic
346,,2024,Prostate Cancer Prediction Using Healthcare Utilization Patterns,IEEE Xplore %28Institute of Electrical and Electronics Engineers%29,3;5,,false,true,,,3:AUC|XGBoost|machine learning; 5:prostate cancer|cancer
347,38374346,2024,"Selection, optimization and validation of ten chronic disease polygenic risk scores for clinical implementation in diverse US populations",Nature Medicine,1;2;3;5;6;10;17,,false,true,AR;HD;HG;OD,AR;EY;HD;HG;MH;NR;OD;TR,1:T2D|cardiometabolic|aortic|aneurysm|cardiovascular|abdominal aortic; 2:PRS|GWAS|genomics|genotype|SNP|genomic|genome-wide association|whole genome sequencing|genome-wide|ancestry|imputation|genetic risk|admixture|phasing|association studies|genetic ancestry|gnomAD|heritability|multiancestry|single nucleotide polymorphism|polygenic; 3:electronic health record|risk prediction|training cohort|EHR; 5:prostate cancer|breast cancer|colorectal cancer|cancer|colorectal; 6:underrepresented groups|health disparities|gender minority|American Indian|African American|Latino|racial and ethnic|socioeconomic|underrepresented|disparities|rural|minority|Hispanic; 10:monogenic; 17:return of results|informed consent|ethics|recruitment
348,38374434,2024,The frequency of pathogenic variation in the All of Us cohort reveals ancestry-driven disparities,Communications Biology,1;2;3;5;6;10;15;17,,false,true,HD;OD,HD;OD;TR,1:blood pressure|cardiovascular disease|cardiovascular; 2:whole-genome sequencing|genomics|genotype|genomic|whole genome sequencing|ancestry|ClinVar|genetic risk|haplotype|genetic ancestry|gnomAD|local ancestry; 3:Researcher Workbench|variant effect predictor|cohort builder|electronic health record|clustering|workbench|random forest|OMOP|EHR|SNOMED; 5:neoplasm|breast cancer|BRCA2|ovarian cancer|cancer|hereditary breast|tumor; 6:underrepresented groups|African American|Latino|underrepresented|disparities; 10:familial hypercholesterolemia|secondary findings|pathogenic variant|sickle cell disease|hereditary|Mendelian|hemochromatosis|sickle cell; 15:pregnancy; 17:community engagement|return of results|informed consent|recruitment
349,38409350,2024,Leveraging generative AI to prioritize drug repurposing candidates for Alzheimer's disease with real-world clinical validation,NPJ Digital Medicine,1;3;6;11,,false,true,AG;GM;HL,AG;GM;HL,1:insulin resistance|lipid|cardiovascular disease|cardiovascular; 3:electronic health record|ICD|OMOP|ICD-10|EHR|data quality|LLM|artificial intelligence; 6:social determinants of health|Medicaid; 11:Alzheimer|dementia|Parkinson|older adults|Alzheimer's
350,38374256,2024,Genetic drivers of heterogeneity in type 2 diabetes pathophysiology,Nature,1;2;3;6;14;15;17;18,,false,true,AG;DK;ES;HD;HG;HL;VA,AG;DK;ES;HD;HG;HL;OD,1:GLP-1|stroke|heart failure|atrial fibrillation|type 2 diabetes|T2D|obesity|HDL|metabolic syndrome|diabetic|cholesterol|end-stage renal|coronary|blood pressure|cardiometabolic|renal disease|insulin resistance|albuminuria|ventricular|BMI|nephropathy|diabetes|CAD|renal|lipid|cardiovascular|myocardial infarction; 2:Mendelian randomization|whole-genome sequencing|GWAS|multi-ancestry|genomics|GWAS summary|locus|genomic|genome-wide association|genome-wide|ancestry|imputation|association study|admixture|haplotype|association studies|genetic ancestry|loci|heritability|polygenic; 3:clustering|missing data; 6:disparity|underrepresented; 14:stroke; 15:gestational|polycystic ovary syndrome|gestational diabetes|PCOS|polycystic ovary; 17:ethics|recruitment; 18:diabetic retinopathy|retinopathy
355,38218218,2024,Sarcoidosis Is Associated With Hematologic Comorbidities: A Cross-Sectional Study in the All of Us Research Program,Chest,9,,false,true,,,9:sarcoidosis
356,38363572,2024,APOE ε4 and Intracerebral Hemorrhage in Patients With Brain Arteriovenous Malformation,JAMA Network Open,1;2;3;4;6;11;14;15;17,,false,true,AG;OD;TR,AG;OD;TR,1:hypertension|aneurysm; 2:genomic|genome-wide|ancestry|genetic risk|association study|genetic ancestry|genetic association; 3:electronic health record|ICD|ICD-10; 4:psychological|stress; 6:African American|Latino|race and ethnicity; 11:cerebral amyloid angiopathy|Alzheimer|APOE; 14:intracerebral hemorrhage; 15:pregnancy; 17:informed consent|ethics
357,38452818,2024,Psoriasis and non-Hodgkin's lymphoma in a diverse sample of U.S. adults: a propensity matched case-control study,Journal of the American Academy of Dermatology,5;9;12,,false,true,,,5:lymphoma|non-Hodgkin|Hodgkin; 9:psoriasis; 12:psoriasis
