record_id,pubmed_id,year,title,journal,themes,subthemes,is_meta,in_substantive_corpus,admin_ics,cofunding_ics,tag_evidence_summary
3067,41491094,2026,MultiSuSiE improves multi-ancestry fine-mapping in All of Us whole-genome sequencing data,Nature Genetics,2,,false,true,,,2:whole-genome sequencing|multi-ancestry|fine-mapping|ancestry
3068,41490221,2026,"Technology Access, Digital Literacy, and Enrollment Support Preferences in a Federally Qualified Health Center: Cross-Sectional Study",JMIR Formative Research,2;3;6;17,,false,true,,,2:genomic|imputation; 3:missing data|EHR|data quality|artificial intelligence|data linkage; 6:underrepresented groups|health literacy|African American|education level|Latino|equity|low-income|underrepresented|disparities|rural|income|poverty|race and ethnicity|discrimination|Hispanic; 17:FQHC|participant engagement|trust|biospecimen|informed consent|recruitment
3069,41528460,2026,Measuring the accuracy of electronic health record-based phenotyping in the All of Us Research Program to optimize statistical power for genetic association testing,Journal of the American Medical Informatics Association : JAMIA,2;3,,false,true,,,2:genetic association; 3:electronic health record|EHR
3070,41516962,2025,The Moderating Effect of Social Support on the Association Between Healthcare Discrimination and Quality of Life in Persons with Type 2 Diabetes,"Healthcare %28Basel, Switzerland%29",1;3;4;6;17,,false,true,,,1:type 2 diabetes|T2D|BMI|diabetes; 3:Researcher Workbench|workbench|missing data; 4:well-being|mental health|psychological|stress; 6:sexual and gender minorities|minorities|racial and ethnic|underrepresented|income|discrimination|Hispanic; 17:informed consent|ethics|recruitment
3071,41518215,2026,"Genetic Risk Scores, Perceived Neighborhood Disorder, and Sleep Duration",Sleep,2;6;7,,false,true,,,2:genomic|genome-wide|ancestry|genetic risk; 6:neighborhood; 7:actigraphy|sleep duration
3072,41527323,2026,Alcohol use-specific treatment initiation among patients undergoing surgical procedures: A retrospective cohort analysis,"Alcohol, Clinical & Experimental Research",3;4;6,,false,true,,,3:electronic health record|ICD|OMOP; 4:alcohol use disorder|depression|anxiety|opioid use disorder|pain|opioid|AUD|chronic pain|mental health|depressive|psychotherapy; 6:social determinants of health|deprivation|socioeconomic|rural|income
3073,41532026,2025,Association between diabetic retinopathy and neurodegenerative diseases in the All of Us research program,AJO International,1;3;4;9;11;14;18,,false,true,,,1:hypertension|type 2 diabetes|obesity|diabetic|glycemic|dyslipidemia|BMI|nephropathy|diabetes|hyperglycemia|type 1 diabetes|cardiovascular disease|cardiovascular; 3:Researcher Workbench|electronic health record|ICD|workbench|missing data|EHR|SNOMED; 4:depression|smoking; 9:multiple sclerosis|MS; 11:Alzheimer|dementia|APOE|Parkinson's disease|Parkinson|cognitive decline|Alzheimer's; 14:multiple sclerosis|cerebrovascular|diabetic neuropathy|neurodegeneration|neurological|neuropathy; 18:glaucoma|macular degeneration|diabetic retinopathy|retinal|retinopathy|macular|ophthalmology
3074,41543982,2026,"Inflammatory Bowel Disease is Associated with Pericarditis: A Cross-Sectional Study in an NIH-Sponsored, Nationwide Database",Cardiology,1;3;4;9;17,,false,true,,,1:obesity|cardiology|cardiac; 3:Researcher Workbench|electronic health record|ICD|workbench|OMOP|EHR|SNOMED; 4:pain|smoking; 9:sarcoidosis|IBD|inflammatory bowel disease|autoimmune; 17:advisory board|informed consent
3075,41524576,2026,Barrett's esophagus-associated genetic loci in African Americans: a case-control study using the All of Us Research Program,European Journal of Gastroenterology & Hepatology,2;3;5;6;17,,false,true,,,2:PRS|GWAS|genotype|SNP|genomic|genome-wide association|whole genome sequencing|genetic variant|genome-wide|ancestry|genetic risk|association study|global ancestry|association studies|loci|single nucleotide polymorphism; 3:Researcher Workbench|cohort builder|electronic health record|risk prediction|workbench|random forest|EHR|SNOMED|notebook; 5:neoplasm|cancer|esophageal cancer|metastasis|tumor; 6:African American|minorities|racial and ethnic|disparities|Hispanic; 17:informed consent|recruitment
3076,41533225,2026,The association between loneliness and quality of life in cancer survivors: All of Us research program,"Quality of Life Research : An International Journal of Quality of Life Aspects of Treatment, Care and Rehabilitation",4;5,,false,true,,,4:loneliness|pain|mental health; 5:cancer survivors|cancer
3077,41536210,2026,Assessing the generalizability of prevalence estimates from the all of us research program,American Journal of Epidemiology,1;4;11,,false,true,,,1:type 2 diabetes|diabetes; 4:depression; 11:dementia
3078,41545798,2026,"Depression, anxiety, and post-traumatic stress disorder in association with cardiovascular disease among patients with systemic lupus erythematosus and rheumatoid arthritis in the All of Us Research Program",Clinical Rheumatology,1;3;4;6;9;14,,false,true,,,1:stroke|hypertension|obesity|renal disease|dyslipidemia|diabetes|cardiology|renal|cardiovascular disease|CVD|cardiovascular|hyperlipidemia; 3:ICD|workbench|ICD-10|EHR|SNOMED|notebook; 4:depression|PTSD|anxiety|post-traumatic stress|mental health|smoking|stress; 6:deprivation|education level|socioeconomic|income|poverty|neighborhood|race and ethnicity|housing; 9:lupus|systemic lupus|rheumatoid arthritis|RA|SLE|autoimmune; 14:stroke
3079,41547287,2026,"Dysphagia in heart failure: Demographics, nutritional status, and patient-reported outcomes",Heart & Lung : The Journal of Critical Care,1;4;6;14;17,,false,true,,,1:heart failure|obesity|ejection fraction|ventricular|BMI|cardiac; 4:well-being|mental health; 6:Latino|Hispanic; 14:cerebrovascular; 17:patient-reported
3080,41553968,2026,Health Literacy and Awareness of Family Health History in the All of Us Research Program,Public Health Genomics,3;6;7,,false,true,,,3:allofus R package|Researcher Workbench|electronic health record|workbench; 6:health literacy|minorities|socioeconomic|underrepresented|income|Hispanic; 7:wearable
3081,41535454,2026,Association of chronic disease risk and physical activity measured by wearable devices in the All of Us program,Communications Medicine,1;4;7;13,,false,true,,,1:type 2 diabetes|obesity|BMI|diabetes; 4:major depressive disorder|smoking|depressive; 7:Fitbit|wearable|physical activity|sedentary; 13:obstructive sleep apnea|sleep apnea
3083,41555208,2026,Dysphonia Is Associated With Anxiety and Depression in the All of Us Research Program,The Laryngoscope,3;4;18,,false,true,,,3:ICD|ICD-10; 4:depression|anxiety|mental health|smoking; 18:dysphonia
3084,41168175,2025,Discovery of obesity genes through cross-ancestry analysis,Nature Communications,1;2;3;4;6;11;17,,false,true,,,1:hypertension|heart failure|type 2 diabetes|T2D|obesity|cholesterol|endocrine|cardiometabolic|LDL|BMI|diabetes|renal; 2:PheWAS|whole-genome sequencing|REGENIE|GWAS|multi-ancestry|polygenic score|GWAS summary|genotype|locus|SNP|genomic|rare variant|rare-variant|ancestry|phenome-wide|association study|common variant|association studies|genetic ancestry|burden test|gnomAD|exome|exome sequencing|polygenic; 3:AoU Researcher Workbench|Researcher Workbench|variant effect predictor|electronic health record|ICD|workbench|random forest|ICD-10; 4:bipolar disorder|psychiatric|bipolar; 6:Native American|Latino|disparities; 11:aging|healthy aging; 17:informed consent|ethics|recruitment
3085,41629326,2026,A common 19 bp APOE enhancer deletion is protective against Alzheimer's disease in African Americans,Nature Communications,1;2;3;8;11;14;18,,false,true,,,1:cholesterol|coronary|lipid|hyperlipidemia; 2:PheWAS|GWAS|WGS|long-read sequencing|genotype|locus|SNP|genomic|genome-wide association|whole genome sequencing|genome-wide|ancestry|genetic risk|association study|phasing|haplotype|expression quantitative|association studies|genetic ancestry|loci|gnomAD|long-read|single nucleotide polymorphism|local ancestry; 3:electronic health record|ICD|random forest|ICD-10|EHR|phecode; 8:SARS-CoV-2|infection|hepatitis; 11:Alzheimer|dementia|APOE|Parkinson|aging|Alzheimer's; 14:amyotrophic lateral sclerosis|spinal cord|amyotrophic lateral|neurological; 18:glaucoma
3086,41629957,2026,"Returning value to communities from the All of Us Research Program through the lens of social determinants of health and ethical, legal, and social implications",International Journal for Equity in Health,6;7;8;10;17,,false,true,,,6:underrepresented groups|health disparities|social determinants of health|access to care|minorities|equity|racial and ethnic|socioeconomic|underrepresented|disparities|rural|structural barriers|neighborhood|minority|marginalized|discrimination|housing; 7:wearable; 8:COVID-19|infection; 10:neurofibromatosis|NF1; 17:ELSI|community advisory|research participation|trust|outreach|community engagement|data sharing|return of results|informed consent|library|recruitment|dialogue
3087,41629984,2026,Evaluating the impact of family history and polygenic risk scores on cardiometabolic disease risk,BMC Medicine,1;2;3;4;17,,false,true,,,1:hypertension|type 2 diabetes|T2D|obesity|coronary|cardiometabolic|BMI|diabetes|CAD; 2:PRS|whole-genome sequencing|polygenic risk score|multi-ancestry|WGS|genotype|ancestry|genetic risk|genetic ancestry|polygenic; 3:Researcher Workbench|electronic health record|risk prediction|workbench|EHR; 4:depression|schizophrenia; 17:informed consent|recruitment
3088,41621582,2026,"Perceived Discrimination, Communication, and Healthcare Utilization following Gastrointestinal Surgery: A Moderated Mediation Analysis",Journal of Gastrointestinal Surgery : Official Journal of the Society for Surgery of the Alimentary Tract,6,,false,true,,,6:income|discrimination|Hispanic
3089,41605611,2026,"Associations between obesity, metabolic syndrome and glaucoma in the National Institutes of Health 'All of Us' research programme",The British Journal of Ophthalmology,1;18,,false,true,,,1:obesity|metabolic syndrome|cholesterol|blood pressure|BMI; 18:glaucoma
3092,41606327,2026,Population-scale sequencing resolves determinants of persistent EBV DNA,Nature,1;2;3;4;5;8;9;13;14,,false,true,,,1:stroke|cardiovascular; 2:PheWAS|whole-genome sequencing|REGENIE|GWAS|WGS|GWAS summary|genotype|locus|SNP|genomic|genome-wide association|whole genome sequencing|genome-wide|ancestry|imputation|phenome-wide|genetic risk|association study|haplotype|association studies|genetic association|loci|gnomAD|heritability|exome|polygenic; 3:AoU Researcher Workbench|Researcher Workbench|ICD|workbench|ICD-10; 4:smoking|depressive; 5:carcinoma|lymphoma|cancer|Hodgkin|tumour; 8:Epstein-Barr|HIV|EBV|HHV|HLA|infection|immune response|virome; 9:multiple sclerosis|lupus|systemic lupus|autoimmune disease|rheumatoid arthritis|autoimmune; 13:COPD|pulmonary|chronic obstructive; 14:multiple sclerosis|stroke|neurological
3097,41579622,2026,Social determinants of health and health-related quality of life among cancer survivors: Analyses of the all of us and NHANES cohorts,European Journal of Oncology Nursing : The Official Journal of European Oncology Nursing Society,4;5;6,,false,true,,,4:well-being|mental health; 5:cancer survivors|cancer|survivorship; 6:social determinants of health|disparities|income
3098,41577700,2026,Improving polygenic score prediction for underrepresented groups through transfer learning,Nature Communications,1;2;3;6;17,,false,true,,,1:type 2 diabetes|T2D|HDL|metabolic syndrome|cholesterol|blood pressure|LDL|BMI|diabetes|lipid|creatinine; 2:PRS|GWAS|multi-ancestry|polygenic score|GWAS summary|genotype|genomic|genome-wide association|genome-wide|ancestry|association studies|loci|heritability|polygenic; 3:federated learning|clustering|machine learning|model performance; 6:underrepresented groups|African American|underrepresented|Hispanic; 17:data sharing|recruitment
3099,41578927,2026,"The Mediating Role of Frailty in Healthcare Utilization Among Sexual and Gender Minorities: A Comparison of Generalist, Specialist, and Mental Health Visits",Journal of Applied Gerontology : The Official Journal of the Southern Gerontological Society,4;6;11,,false,true,,,4:mental health; 6:sexual and gender minorities|gender minority|minorities|minority|SGM; 11:frailty|older adults
3100,41579292,2026,Social determinants disadvantage score and liver health in the All of Us Research Program,European Journal of Epidemiology,1;3;5;6;8,,false,true,,,1:T2DM|hepatocellular carcinoma|obesity|cirrhosis|coronary|heart disease|MASH; 3:Researcher Workbench|electronic health record|workbench|OMOP|missing data|EHR; 5:carcinoma|hepatocellular carcinoma|hepatocellular|cancer; 6:social determinants of health|deprivation|SDOH|food insecurity|equity|racial and ethnic|underrepresented|neighborhood; 8:infection|hepatitis
3101,41570792,2026,Associations Between Objective Sleep Characteristics From Wearable Physiologic Monitors and Incident Atrial Fibrillation,JACC. Advances,1;3;7;13,,false,true,,,1:hypertension|heart failure|atrial fibrillation|obesity|cardiometabolic|BMI|arrhythmia|diabetes|cardiovascular|cardiac; 3:Researcher Workbench|workbench|SNOMED; 7:Fitbit|wearable|wearable device|sleep duration|sleep stage; 13:COPD|pulmonary|chronic obstructive
3102,41572266,2026,Assessing the comorbidity between asthma and depression through polygenic risk scoring and time-to-event models,BMC Medicine,2;3;4;7;11;13,,false,true,,,2:Mendelian randomization|PRS|whole-genome sequencing|GWAS|WGS|genomic|genome-wide association|genome-wide|ancestry|genetic risk|association studies|loci|polygenic; 3:Researcher Workbench|workbench|OMOP|EHR; 4:depression|mental health|smoking|depressive; 7:wearable; 11:Alzheimer|Alzheimer's; 13:asthma
3103,41572452,2026,Using large biobanks for psychiatric genomic research: Consistency of clinical and genetic aspects of recorded depression across US states in the All of Us Research Program,Psychological Medicine,2;3;4;6;17,,false,true,,,2:PRS|polygenic risk score|genomics|genomic|ancestry|genetic ancestry|multiancestry|polygenic; 3:Researcher Workbench|electronic health record|workbench|random forest|missing data|EHR; 4:depression|bipolar disorder|schizophrenia|well-being|psychiatric|mental health|bipolar; 6:social determinants of health|low-income|underrepresented|income; 17:advisory board|recruitment
3104,41574431,2026,Associations between loneliness severity and depression and suicidal ideation among older adults during the COVID-19 pandemic,Aging & Mental Health,3;4;6;8;11,,false,true,,,3:electronic health record|workbench; 4:depression|loneliness|suicidal ideation|well-being|mental health|coping|depressive|suicide; 6:gender minority|uninsured|underrepresented|rural|income|minority|Hispanic|housing; 8:COVID-19; 11:older adults
3105,41576060,2026,Investigation into EHR data coverage in the All of Us Research Program via linkage to health insurance claims,PloS One,1;3;4;6;8;11;13;17,,false,true,,,1:heart failure; 3:privacy-preserving|AoU Researcher Workbench|Researcher Workbench|EHR data quality|electronic health record|workbench|predictive modeling|FHIR|claims data|EHR|data quality|harmonization|notebook|data linkage; 4:schizophrenia; 6:area deprivation index|social determinants of health|Medicaid|deprivation|socioeconomic|rural|income|neighborhood|Hispanic|ADI; 8:HIV; 11:dementia; 13:COPD; 17:informed consent|recruitment
3106,41565855,2026,Multi-trait and multi-ancestry genetic analysis of comorbid lung diseases and traits improves genetic discovery and polygenic risk prediction,Nature Genetics,2;3;5;13,,false,true,,,2:PRS|polygenic risk score|multi-ancestry|ancestry|loci|polygenic; 3:risk prediction; 5:lung cancer|cancer; 13:COPD|asthma|pulmonary|chronic obstructive
3107,41569831,2026,"Perceived Neighborhood Environment and Objectively Assessed, Habitual Physical Activity Among US Adults: An All of Us Research Program Study",Journal of Physical Activity & Health,6;7,,false,true,,,6:income|neighborhood; 7:step count|Fitbit|physical activity
3108,41564024,2026,Disability and Health Care Interactions in Patients with Celiac Disease in the United States: An Analysis of All of Us Cohort,Journal of Clinical Gastroenterology,2;6;9,,false,true,,,2:polygenic risk score|ancestry|polygenic; 6:social determinants of health; 9:celiac
3109,41564375,2026,Prevalence and Clinical Characteristics of Germline Epidermal Growth Factor Receptor Mutations in the Southeastern Unites States,JCO Precision Oncology,5,,false,true,,,5:lung cancer|malignancy|cancer
3111,41661118,2026,Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study,Gastroenterology,2;6;9;16,,false,true,,,2:locus|genomic|genome-wide|ancestry|association study|admixture|genetic ancestry|loci; 6:Hispanic; 9:IBD|inflammatory bowel disease|Crohn's disease|ulcerative colitis|Crohn; 16:pharmacogenetic
3113,41433114,2025,Health outcomes after national acute sleep deprivation events among the American public,JCI Insight,1;2;3;4;6;7;13,,false,true,,,1:hypertension|cardiovascular; 2:whole-genome sequencing|GWAS|genomics|genotype|SNP|genomic|ancestry|phenome-wide; 3:Researcher Workbench|electronic health record|workbench|EHR; 4:anxiety|stress; 6:deprivation|African American; 7:Fitbit|sleep duration; 13:pulmonary hypertension|circadian|pulmonary
3114,41650938,2026,Validation and context-dependent effects of a prostate cancer polygenic risk score in the All of Us Research Program,American Journal of Human Genetics,2;5;6,,false,true,,,2:PheWAS|PRS|polygenic risk score|multi-ancestry|ancestry|phenome-wide|association study|genetic ancestry|polygenic; 5:prostate cancer|cancer; 6:socioeconomic|income
3115,41651857,2026,"Whole-genome sequencing analysis of anthropometric traits in 672,976 individuals reveals convergence between rare and common genetic associations",Nature Communications,1;2;3;10;17,,false,true,,,1:obesity|BMI; 2:PheWAS|whole-genome sequencing|REGENIE|GWAS|WGS|long-read sequencing|fine-mapping|genomics|genotype|locus|SNP|genomic|genome-wide association|rare variant|whole genome sequencing|genetic variant|genome-wide|rare-variant|ancestry|imputation|association study|common variant|haplotype|association studies|genetic ancestry|genetic association|loci|gnomAD|heritability|long-read|exome|exome sequencing; 3:variant effect predictor|machine learning; 10:monogenic; 17:informed consent|ethics|recruitment
3127,41649283,2026,Racial/Ethnic Disparities in Perception of Health Status and Literacy in Adult Patients With Chiari Malformation Type I: Insights From the All of Us Research Program,Neurosurgery,4;6,,false,true,,,4:pain|mental health; 6:health literacy|access to care|African American|education level|Latino|socioeconomic|disparities|income|Hispanic
3128,41649396,2026,Moderate to Vigorous Physical Activity and Chronic Rhinosinusitis Risk: A Longitudinal Fitbit Study,International Forum of Allergy & Rhinology,3;7;18,,false,true,,,3:ICD|ICD-10; 7:Fitbit|physical activity; 18:chronic rhinosinusitis|CRS
3129,41637091,2026,Postoperative Sleep Dynamics Across Surgical Risk Using Wearable Device Technology,JAMA Surgery,4;7,,false,true,,,4:pain|opioid; 7:wearable|wearable device|sleep duration
3130,41637774,2026,Unique contributions of heart failure and chronic pain on physical function and quality of life in older adults,"Geriatric Nursing %28New York, N.Y.%29",1;4;11,,false,true,,,1:heart failure; 4:pain|chronic pain; 11:older adults
3131,41681869,2026,Barriers to Care Among LGBT Cancer Survivors: An Analysis of the All of Us Research Program,Cancers,3;4;5;6;12,,false,true,,,3:Researcher Workbench|electronic health record|workbench|interpretability; 4:psychosocial|mental health|stress; 5:cancer survivors|breast cancer|melanoma|colorectal cancer|oncology|skin cancer|cancer|colorectal|survivorship; 6:sexual and gender minorities|LGBTQ|gay|transgender|gender minority|lesbian|access to care|minorities|bisexual|socioeconomic|disparities|sexual minority|structural barriers|income|minority|discrimination; 12:skin cancer
3132,41678708,2026,Associations of unmet dental care needs due to cost with incident cardiovascular disease and dementia: a prospective study in the All of Us cohort,"The Journals of Gerontology. Series A, Biological Sciences and Medical Sciences",1;6;11;14,,false,true,,,1:stroke|heart failure|cardiometabolic|cardiovascular disease|CVD|cardiovascular|myocardial infarction; 6:racial and ethnic|socioeconomic; 11:dementia|aging|older adults; 14:stroke
3133,41675975,2025,Rare Variants in Antisense Long Noncoding RNA-Protein-Coding Gene Overlap Regions Contribute to Obsessive-Compulsive Disorder,Biological Psychiatry Global Open Science,2;3;4,,false,true,,,2:whole-genome sequencing|GWAS|WGS|genotype|locus|genomic|genome-wide association|rare variant|genome-wide|rare-variant|ancestry|genetic risk|eQTL|association studies|genetic ancestry|loci|gnomAD|heritability|exome; 3:variant effect predictor|random forest; 4:obsessive-compulsive|OCD|psychiatric|stress
3135,41689228,2026,Effects of communication disorder status on risk for eleven common health conditions in the All of Us Research Program in the USA: a cross-sectional study,BMJ Open,1;3;4;6;13;14,,false,true,,,1:stroke|hypertension|heart failure|coronary|diabetes|hypertensive|kidney disease|cardiovascular disease|cardiovascular|myocardial infarction; 3:Researcher Workbench|electronic health record|workbench|EHR|SNOMED; 4:depression|anxiety|well-being|substance use|psychosocial|mental health|smoking|tobacco; 6:health disparities|health literacy|African American|Latino|socioeconomic|disparities|income|race and ethnicity|Hispanic; 13:asthma; 14:stroke|cerebrovascular
3136,41673527,2026,Depression Risk in Type 1 Versus Type 2 Diabetes: Cross-Sectional Analysis of Body Mass Index (BMI) in a Nationally Diverse Cohort,"Endocrinology, Diabetes & Metabolism",1;3;4;6;17,,false,true,,,1:type 2 diabetes|diabetic|glycemic|cardiometabolic|BMI|diabetes|type 1 diabetes; 3:Researcher Workbench|electronic health record|workbench|OMOP|missing data|EHR|SNOMED; 4:depression|major depressive disorder|alcohol abuse|psychosocial|psychiatric|depressive|MDD; 6:African American|Latino|socioeconomic|race and ethnicity|Hispanic; 17:informed consent|ethics
3137,41697979,2025,Hypertensive Disorders of Pregnancy and Premature Cardiovascular Disease in a Diverse Cohort of Young US Women,Circulation,1;6;14;15,,false,true,,,1:stroke|hypertension|heart failure|obesity|cardiometabolic|diabetes|hypertensive|heart disease|kidney disease|cardiovascular disease|CVD|cardiovascular|hyperlipidemia|ischemic heart; 6:African American|Latino|socioeconomic|income|Hispanic; 14:stroke; 15:pregnancy|postpartum
3138,41696962,2026,Conductive Hearing Loss Pathologies are Associated With Dementia in the All of Us Research Program,Otolaryngology--Head and Neck Surgery : Official Journal of American Academy of Otolaryngology-Head and Neck Surgery,3;11;18,,false,true,,,3:ICD|ICD-10; 11:dementia; 18:hearing loss|otosclerosis
3139,41707036,2026,A Framework to Quantify Disparities in Pharmacogenomic Treatment Concordance and Drug Response Outcomes,Clinical and Translational Science,1;2;3;4;6;13;14;16,,false,true,,,1:stroke|coronary|myocardial infarction; 2:WGS|genotype|ancestry; 3:AoU Researcher Workbench|Researcher Workbench|electronic health record|ICD|workbench|EHR; 4:depression|antidepressant; 6:disparity|UBR|underrepresented|disparities|marginalized; 13:insomnia; 14:stroke|cerebrovascular; 16:CYP2D6|CYP2C19|pharmacogenomic|drug response|metabolizer
3140,41708630,2026,Mitochondrial heteroplasmy is a risk factor for the development of chronic lymphocytic leukemia,Nature Communications,1;2;3;4;5;10;11;17,,false,true,,,1:CHIP|clonal hematopoiesis|cardiovascular disease|cardiovascular; 2:WGS|whole genome sequencing|ancestry|haplotype|gnomAD|exome|exome sequencing; 3:Researcher Workbench|ICD|workbench|ICD-10|missing data|SNOMED; 4:smoking|tobacco|stress; 5:neoplasm|leukemia|malignancy|cancer|AML|tumor|CLL; 10:pathogenic variant; 11:aging|older adults; 17:biospecimen|informed consent|ethics|toolkit
3141,41708529,2026,Genome-wide association of pica within a cohort of volunteer blood donors potentially implicates the gene encoding neuropeptide VF,Transfusion,2,,false,true,,,2:GWAS|SNP|genome-wide association|genome-wide|association study
3142,41717497,2026,Association Between Self-Reported Smoking Behaviour and Fuchs Endothelial Corneal Dystrophy: A Cross-Sectional Analysis,AJO International,4,,false,true,,,4:nicotine|smoking|tobacco
3148,41726399,2025,Cross Biobank Comparison of Phenomic Profiles,AMIA ... Annual Symposium Proceedings. AMIA Symposium,1;2;6;13,,false,true,,,1:T2D; 2:GWAS|genome-wide association|genome-wide|association study; 6:social determinants of health|SDOH; 13:COPD
3150,41706057,2026,Cardiomyopathy Gene Variants and Polygenic Risk Scores in Atrial Fibrillation: Evidence for an Atrial-First Phenotype,Journal of the American College of Cardiology,1;2,,false,true,,,1:heart failure|atrial fibrillation|ventricular; 2:PRS|rare variant|polygenic
3152,41704839,2026,"National Patterns of Biomarker Testing in Colorectal, Lung, and Prostate Cancers: Insights From the NIH I(content=['All of Us']) Research Program",Clinical Medicine Insights. Oncology,2;3;5;6,,false,true,,,2:genomic|imputation; 3:electronic health record|natural language processing|OMOP|missing data|EHR; 5:prostate cancer|neoplasm|breast cancer|BRCA2|BRCA1|colorectal cancer|lung cancer|oncology|cancer|metastasis|immunotherapy|tumor|colorectal|circulating tumor|metastatic; 6:social determinants of health|Medicaid|education level|equity|socioeconomic|disparities|income|Hispanic
3154,41712304,2026,Multi-trait polygenic scores for COPD and COPD exacerbations implicate druggable proteins,JCI Insight,1;2;3;5;6;13;17,,false,true,,,1:heart failure|coronary|BMI|cardiovascular; 2:Mendelian randomization|PRS|whole-genome sequencing|GWAS|polygenic score|GWAS summary|genotype|locus|genome-wide association|genome-wide|genotype imputation|imputation|genetic risk|association studies|loci|heritability|polygenic; 3:ICD|AUC|risk prediction|ICD-10|deep learning|machine learning; 5:breast cancer|cancer; 6:African American|Hispanic; 13:COPD|interstitial lung disease|asthma|pulmonary|chronic obstructive; 17:advisory board
3155,41714741,2026,Host control of persistent Epstein-Barr virus infection,Nature,1;2;3;5;8;9;10;14;17,,false,true,,,1:diabetes|type 1 diabetes; 2:Mendelian randomization|PheWAS|PRS|REGENIE|GWAS|genetic risk score|genomics|GWAS summary|genotype|locus|SNP|genomic|genome-wide association|genome-wide|ancestry|ClinVar|imputation|phenome-wide|genetic risk|association study|common variant|haplotype|eQTL|genetic ancestry|loci|exome|exome sequencing|polygenic; 3:variant effect predictor|electronic health record|risk prediction|workbench|validation cohort|phecode|SNOMED; 5:lymphoma|oncology|non-Hodgkin|Hodgkin; 8:Epstein-Barr|HIV|SARS-CoV-2|COVID-19|EBV|HLA|antibody|infection|immune response|viral load; 9:multiple sclerosis|lupus|systemic lupus|inflammatory bowel disease|rheumatoid arthritis|ulcerative colitis|Hashimoto|Sjögren|autoimmune; 10:monogenic|Mendelian; 14:multiple sclerosis; 17:advisory board|informed consent|library|ethics|recruitment
3156,41713510,2026,Social Determinants of Health Associated with Orbital and Facial Fractures in the United States using NIH All of Us Research Program,Ophthalmology,3;4;6,,false,true,,,3:AoU Researcher Workbench|Researcher Workbench|workbench; 4:substance use|mental health|smoking; 6:social determinants of health|Medicaid|health literacy|American Indian|SDOH|socioeconomic|poverty
3157,41720101,2026,Health care utilization and self-reported health status among US cancer survivors by rurality and area deprivation,"Med %28New York, N.Y.%29",4;5;6,,false,true,,,4:mental health|smoking; 5:cancer survivors|cancer; 6:deprivation|access to care|rural
3161,41740020,2026,Role of emotional social support in COVID-19 booster uptake among drug use disorder communities,The American Journal of Drug and Alcohol Abuse,8,,false,true,,,8:COVID-19
3162,41745876,2026,Sociodemographic Drivers of Delays in Seeking Medical Care in the All of Us Cohort,"Nursing Reports %28Pavia, Italy%29",3;4;6;7;8;11;17,,false,true,,,3:AoU Researcher Workbench|Researcher Workbench|workbench; 4:anxiety|psychosocial|psychological; 6:Medicaid|access to care|minorities|Latino|uninsured|low-income|racial and ethnic|socioeconomic|underrepresented|rural|Black participants|income|minority|Hispanic; 7:wearable; 8:COVID-19; 11:elderly|older adults; 17:outreach|biospecimen|informed consent|patient-reported|recruitment
3164,41741949,2026,Trends in Use of Obesity Medications and Metabolic and Bariatric Surgery Among All of Us Participants From 2003 to 2023,"Obesity %28Silver Spring, Md.%29",1;6,,false,true,,,1:T2D|obesity|BMI; 6:health disparities|Medicaid|disparities|Hispanic
3165,41758668,2026,Scalable and accurate rare-variant association tests for whole genome sequencing time-to-event analysis in large biobanks,Proceedings of the National Academy of Sciences of the United States of America,2;11,,false,true,,,2:WGS|whole genome sequencing|rare-variant|ancestry; 11:frailty
3166,41618303,2026,A multilevel analysis of LGBT-relevant laws and sexual and gender minority mental health: evidence for the protective role of inclusive policies,BMC Public Health,3;4;6;8,,false,true,,,3:electronic health record|workbench|missing data|EHR|predictive model; 4:depression|anxiety|psychosocial|mental health|anxiety disorder|depressive|psychological|stress; 6:LGBTQ|health disparities|gay|transgender|gender minority|lesbian|education level|equity|bisexual|disparities|income|minority|marginalized|SGM|discrimination|Hispanic; 8:COVID-19
3167,41746260,2026,Inflammatory Bowel Disease-induced Inflammation Augments Clonal Hematopoiesis of Indeterminate Potential through Ref-1,Blood,1;2;5;9,,false,true,,,1:CHIP|clonal hematopoiesis|kidney disease|cardiovascular disease|cardiovascular; 2:Mendelian randomization|genome-wide; 5:oncology|malignancy|cancer; 9:IBD|inflammatory bowel disease|Crohn's disease|ulcerative colitis|Crohn
