record_id,pubmed_id,year,themes,focus_areas,n_focus_areas,is_orphan_pub,title
1797,40674722,2025,3;6;17,FA4;FA7,2,0,Detecting Conversation Topics in Recruitment Calls of African American Participants to the All of Us Research Program Using Machine Learning: Model Development and Validation Study
1799,40669406,2025,6,FA7,1,0,"Experiences of patient-provider concordance in healthcare among All of Us participants, 2017-2023"
1800,40664210,2025,2;10,FA1;FA4;FA8,3,0,A calcium-sensing receptor allelic series and underdiagnosis of genetically driven hypocalcemia
1801,40663583,2025,14,FA1,1,0,Real-world barriers to health care utilization among people living with migraine: Insights from the All of Us Research Program
1805,40652978,2025,1;4,FA1;FA5;FA8,3,0,Body mass index mediates the relationship between depression and triglyceride levels: Evidence from a large national cohort
1806,40645528,2025,4,FA1;FA5,2,0,"Treatment resistant depression: Socio-demographic characteristics, comorbidity and treatment patterns from the All of Us Research Program"
1807,40639743,2025,6,FA7,1,0,Barriers to healthcare utilization among adults engaging in heavy drinking: Results from the All of Us research program
1808,40633541,2025,2,FA8,1,0,Leveraging local ancestry and cross-ancestry genetic architecture to improve genetic prediction of complex traits in admixed populations
1809,40632872,2025,1;2,FA1;FA8,2,0,The human genetic variant rs6190 unveils Foxc1 and Arid5a as novel prometabolic targets of the glucocorticoid receptor in muscle
1810,40632022,2025,5;12,FA1;FA7;FA8,3,0,Potential Association Between Lichen Sclerosus and Breast Cancer: A Cross-sectional Study in All of Us Research Program
1811,40627823,2025,3;5,FA1;FA8,2,0,Assessing the Data Quality Dimensions of Surgical Oncology Cohorts in the All of Us Research Program
1812,40626445,2025,3;6;11,FA1;FA3;FA7,3,0,Educational Attainment and Alzheimer's Disease and Related Dementias (ADRD) Risk Among Black Adults: A Comparative Analysis of U.S.-Born and Non-U.S.-born Populations in the All of Us Research Program
1813,40625557,2025,12,FA1;FA7,2,0,Updated cross-sectional prevalence data for lichen sclerosus in the All-of-Us database: implications for current routine genital skin examination practices
1814,40618288,2025,9,FA1,1,0,Use of Angiotensin Receptor Blockers in Celiac Disease Associated with Worse Outcomes
1816,40610586,2025,17,FA4;FA7,2,0,Computational strategic recruitment for representation and coverage studied in the All of Us Research Program
1817,40605186,2025,7,,0,1,Fitbit Physical Activity and Sleep Data in the All of Us Research Program: Data Exploration and Processing Considerations for Research
1818,40595462,2025,1;4,FA1;FA5;FA8,3,0,"Shared genetic architecture of posttraumatic stress disorder with cardiovascular imaging, risk, and diagnoses"
1819,40592257,2025,1;4;11,FA1;FA3;FA5;FA8,4,0,Identifying common disease trajectories of Alzheimer's disease with electronic health records
1820,40591411,2025,1,FA1;FA8,2,0,The human glucocorticoid receptor variant rs6190 increases blood cholesterol and promotes atherosclerosis
1821,40590803,2025,2;3;18,FA1;FA7;FA8,3,0,Polygenic Risk Prediction for Normal-Tension Glaucoma
1822,40589063,2025,4;5,FA1;FA5;FA8,3,0,Vaping and cancer metastasis: novel preclinical insights and results from the All of Us Research Program
1823,40588925,2025,,,0,1,Evaluating Misalignment Between Emergency Department and Discharge Diagnoses
1824,40587790,2025,7,,0,1,Sleep duration and timing are associated with next-day physical activity: Insights from two large-scale wearable sensor studies
1828,40580956,2025,2;4;6,FA1;FA5;FA7;FA8,4,0,Exploring depression treatment response by using polygenic risk scoring across diverse populations
1829,40579894,2025,1;3;4;18,FA1;FA5;FA7;FA8,4,0,Hearing Loss Is Associated With Depression and Dysthymia in the All of Us Research Program
1831,40575363,2025,9,FA1,1,0,Comorbidities and systemic steroids drive pneumonia risk in inflammatory bowel disease: Propensity score-matched cohort study
1832,40575220,2025,1,FA1;FA8,2,0,The Effect of Patient-Provider Relationships on Compliance in Uncontrolled Diabetic Patients
1833,40570403,2025,1;6,FA1;FA7;FA8,3,0,Prevalence and Correlates of Lipoprotein(a) Testing in a Diverse Cohort of U.S. Adults
1836,40568631,2025,6,FA7,1,0,Examining Reasons for Using Non-Primary Care Providers as Usual Source of Health Care: Insights From the All of Us Study
1837,40564227,2025,1;2;6;11,FA1;FA3;FA7;FA8,4,0,Evaluating Genomic and Clinical Risk Factors for Alzheimer's Disease in Individuals with Hypertension
1838,40560532,2025,,,0,1,"Sociodemographic, health-related, and clinical characteristics and their associations with mortality among all of us participants compared with the United States general population"
1839,40557190,2025,5,FA1;FA8,2,0,National prevalence of melanoma: a cross-sectional analysis using the All of Us database
1840,40555198,2025,6;12,FA1;FA7,2,0,Food Insecurity in Hidradenitis Suppurativa: A Cross-Sectional Analysis from the Population-Based All of Us Research Program
1841,40554605,2025,2;9,FA1;FA8,2,0,Genetic disease risks of under-represented founder populations in New York City
1842,40552522,2025,4;12,FA1;FA5;FA7,3,0,Epidemiology and Comorbidities of Psychodermatologic Conditions
1843,40550363,2025,3;8;18,FA1;FA7,2,0,Association between Nucleoside and Nucleotide Reverse Transcriptase Inhibitor Use and Primary Open-Angle Glaucoma Risk in All of Us
1844,40549373,2025,1;11;14,FA1;FA3;FA8,3,0,APOE ε4 and Risk of Intracranial Hemorrhage in Patients With Atrial Fibrillation Taking Apixaban
1845,40548175,2025,17,FA4;FA7,2,0,"A Model for Rapid Innovation for Engagement, Enrollment, and Data and Sample Collection in a Diverse Cohort Study: Insights from All of Us Participant Labs"
1846,40539966,2025,5;6;12,FA1;FA7;FA8,3,0,Patterns of Basal Cell Carcinoma Presentation in the NIH All of Us Database
1847,40539265,2025,2;3,FA8,1,0,Predicting Weight Loss After Vertical Sleeve Gastrectomy Using a Whole-genome Sequencing-derived Polygenic Risk Score in the All of Us Cohort
1848,40537972,2025,1;6,FA1;FA7;FA8,3,0,Socio-demographic and clinical factors associated with the receipt of anti-obesity medication prescriptions and metabolic and bariatric surgery among eligible all of Us participants
1849,40537675,2025,,,0,1,Replicated blood-based biomarkers for myalgic encephalomyelitis not explicable by inactivity
1850,40534628,2025,1;2;6;10,FA1;FA4;FA7;FA8,4,0,Sex and racial differences in prevalence and clinical characteristics of people living with LDLR and PCSK9 familial hypercholesterolemia genetic variants: Data from the All of Us Research program
1851,40528164,2025,6,FA7,1,0,Investigating the Relationship Between Social Support and Health Care Barriers Among Sexually and Gender Diverse Young Adults in the United States
1852,40526686,2025,4,FA1;FA5,2,0,Sociodemographically differential patterns of chronic pain progression revealed by analyzing the all of us research program data
1853,40524801,2025,1;2;5,FA1;FA8,2,0,Incident cytopenia and risk of subsequent myeloid neoplasm in age-related clonal hematopoiesis: a multi-biobank case-control study
1854,40522671,2025,2;10;13,FA1;FA4;FA8,3,0,Diseases Common in Persons With Cystic Fibrosis Among CFTR Heterozygotes
1858,40502263,2025,17,FA4;FA7,2,0,Integrating a conceptual consent permission model from the informed consent ontology for software application execution
1859,40501118,2025,6;11,FA1;FA3;FA7,3,0,Impact of APOE4-related dementia risk in underrepresented groups from the All of Us research program
1860,40500928,2025,1;5,FA1;FA8,2,0,Hormone Therapy Usage Is Associated With Adverse Cardiovascular Events in Prostate Cancer Patients of the All of Us Research Program Cohort
1861,40500782,2025,2;3;5,FA1;FA8,2,0,Improved breast cancer risk prediction using chromosomal-scale length variation
1862,40496758,2025,1;3;7,FA1;FA8,2,0,Machine learning applied to wearable fitness tracker data and the risk of hospitalizations and cardiovascular events
1863,40495997,2025,9;13,FA1,1,0,Sleep and circadian disorders as risk factors for autoimmune disease: A population-based study
1864,40489750,2025,1;6,FA1;FA7;FA8,3,0,Social determinants of health influence the risk of cirrhosis: A diverse nationwide cohort study
1865,40480197,2025,2;6,FA7;FA8,2,0,Subcontinental genetic variation in the All of Us Research Program: Implications for biomedical research
1866,40476828,2025,1;4,FA1;FA5;FA8,3,0,Vaping and Heart Failure: A Narrative Review
1868,40472801,2025,1;2;14,FA1;FA8,2,0,Polygenic scores for obstructive sleep apnoea reveal pathways contributing to cardiovascular disease
1869,40472296,2025,3;6,FA7,1,0,"Identification of Transgender and Gender-Diverse Individuals in the All of Us Research Program, 2017-2022"
1871,40461295,2025,1;6,FA1;FA7;FA8,3,0,Racial and ethnic differences in prescribing antihyperglycemic medications to persons with type 2 diabetes: An all of us cohort study
1872,40456748,2025,2;10,FA1;FA4;FA8,3,0,TERT c.3150 G > C (p.K1050N): a founder Ashkenazi Jewish variant associated with telomere biology disorders
1873,40455378,2025,3;6,FA7,1,0,"Racial/Ethnic Disparities in Health Literacy, Perception of Health Status, and Access to Healthcare Among Heart Transplant Patients of the National Institutes of Health All of Us Research Program"
1874,40454200,2025,10,FA1;FA4;FA8,3,0,Significant underascertainment in Huntington's disease
1875,40451243,2025,2;8,FA1;FA8,2,0,Analysis-ready VCF at Biobank scale using Zarr
1876,40451134,2025,1;2;6;11,FA1;FA3;FA7;FA8,4,0,Phenome-wide association of APOE alleles in the All of Us Research Program
1877,40449744,2025,4;6,FA1;FA5;FA7,3,0,Neighborhood experience and hoarding disorder
1878,40447985,2025,6,FA7,1,0,Racial and Ethnic Disparities in Perceived Healthcare Discrimination and Health Outcomes
1879,40240837,2025,1;2,FA1;FA8,2,0,Meta-prediction of coronary artery disease risk
1880,40240721,2025,4;6;8,FA1;FA5;FA7,3,0,Discrimination and Mental Health Among Black and Latino People Living with HIV: Understanding the Role of Religion and Spirituality
1882,40231587,2025,5;10,FA1;FA4;FA8,3,0,Population prevalence of the major thyroid cancer-associated syndromes
1883,40230888,2025,1;6,FA1;FA7;FA8,3,0,The health effects of housing instability and its association with congestive heart failure
1884,40227995,2025,3;6;18,FA1;FA7,2,0,Allergic Rhinitis-Underrepresented Populations and Barriers to Healthcare Access
1885,40222865,2025,3,,0,1,Response Regarding: Using Machine Learning to Predict Weight Gain in Adults: An Observational Analysis From the All of Us Research Program
1886,40214690,2025,6;12,FA1;FA7,2,0,Disparities in acne prescription patterns in underrepresented groups: insights from the all of us database
1887,40213867,2025,6,FA7,1,0,Assessing health literacy and diversity within the All of Us Research Program
1888,40206559,2025,5;6;15,FA1;FA2;FA7;FA8,4,0,Experience of healthcare discrimination reported by individuals with a history of gynecologic cancer in the All of Us research program
1889,40200460,2025,5;16,FA1;FA4;FA8,3,0,Using Big Data to Uncover Drug-Gene Interaction in Patients with Prostate Cancer
1890,40200434,2025,1;3;5,FA1;FA8,2,0,Predicting Prostate Cancer Diagnosis Using Machine Learning Analysis of Healthcare Utilization Patterns
1891,40197410,2025,3;5;6,FA1;FA7;FA8,3,0,Predicting Risk of Lung Cancer From Medical History
1893,40189781,2025,2;11,FA1;FA3;FA8,3,0,Association of genetic risk score for Alzheimer's disease with late-life body mass index in all of us: Evaluating reverse causation
1894,40186349,2025,5;6,FA1;FA7;FA8,3,0,Area Deprivation and Clinical Biomarkers of Inflammation in Cancer Survivors of the National Institutes of Health All of Us Research Program
1895,40178947,2025,2;5;6,FA1;FA7;FA8,3,0,"Variation in PSA Levels by Age, Adiposity, Race and Ethnicity, and Genetic Risk: Implications for Prostate Cancer Screening"
1896,40169705,2025,4;5,FA1;FA5;FA8,3,0,Effects of smoking behavior on lung metastasis in the All of Us Research Program
1897,40167483,2025,3;5;6,FA1;FA7;FA8,3,0,Prediction of Breast Cancer Remission
1899,40165908,2024,6;18,FA1;FA7,2,0,Association between Food Insecurity and Chronic Eye Disease in the National Institutes of Health's All of Us Research Program
1900,40163106,2025,5,FA1;FA8,2,0,Predicting Liver Cancer Risk Using Comprehensive Medical History
1901,40163093,2025,3;5,FA1;FA8,2,0,EHR-Based Risk Prediction for Kidney Cancer
1902,40156101,2025,9;12,FA1;FA7,2,0,Ambient Solar Radiation Predicts Psoriasis Treatment Intensity
1903,40154961,2025,2;5;9,FA1;FA8,2,0,Germline prediction of immune checkpoint inhibitor discontinuation for immune-related adverse events
1904,40151467,2025,1;3,FA1;FA8,2,0,Sleep disorders as risk factors for calcific aortic stenosis
1905,40127945,2025,6,FA7,1,0,Food Insecurity Is Associated with Vitamin B12 Deficiency: The All of Us Database
1906,40114383,2025,4;9,FA1;FA5,2,0,Bipolar Disorder Associated With Systemic Lupus Erythematosus: A Case-Control Study in the All of Us Research Program
1907,40077796,2025,1;2;3,FA1;FA8,2,0,Precision Medicine in Cardiovascular Disease Prevention: Clinical Validation of Multi-Ancestry Polygenic Risk Scores in a U.S. Cohort
1910,40041848,2024,4;6,FA1;FA5;FA7,3,0,"Racial/Ethnic Disparities Exist Among Patients Who Undergo Anterior Cruciate Ligament Reconstruction in Socioeconomic Status, Perception of Health Status and Literacy"
1911,40002672,2025,1;3,FA1;FA8,2,0,Analysis and Visualization of Confounders and Treatment Pathways Leading to Amputation and Non-Amputation in Peripheral Artery Disease Patients Using Sankey Diagrams: Enhancing Explainability
1913,39950131,2025,3;8,FA1,1,0,Predicting HIV Diagnosis Among Emerging Adults Using Electronic Health Records and Health Survey Data in All of Us Research Program
1918,39812115,2025,4;9,FA1;FA5,2,0,"Depression and Anxiety Associated With Systemic Lupus Erythematosus: A Nested, Case-Control Study in the All of Us Database"
1920,39753770,2025,2;8;9;12;14,FA1;FA7;FA8,3,0,Blood DNA virome associates with autoimmune diseases and COVID-19
1923,39633571,2024,1;2,FA1;FA8,2,0,Clinical and Genomic Prediction of Coronary Artery Disease Subtypes
1924,39364517,2024,12,FA1;FA7,2,0,Exploring the Association Between Hidradenitis Suppurativa and Hyperthyroidism
1925,39363634,2024,4,FA1;FA5,2,0,Hip and waist circumference correlations with demographic factors and pain intensity in patients with chronic pain
1930,39207561,2024,,,0,1,Association between systemic sclerosis and atopic comorbidities: a case-control study of the All of Us database
1940,38281971,2024,2;10,FA1;FA4;FA8,3,0,Utility of long-read sequencing for All of Us
1944,37871800,2023,12,FA1;FA7,2,0,Association between alopecia areata and atopic dermatitis: A nested case-control study of the All of Us database
