record_id,pubmed_id,year,themes,focus_areas,n_focus_areas,is_orphan_pub,title
1405,39953795,2025,1;14,FA1;FA8,2,0,Association of migraine treatments with reduced ischemic stroke risk: Evidence from two large-scale real-world data analyses
1406,39715481,2024,3;10,FA1;FA4;FA8,3,0,Descriptive epidemiology demonstrating the All of Us database as a versatile resource for the rare and undiagnosed disease community
1428,,2024,1;3;6;14,FA1;FA7;FA8,3,0,181 Characteristics and risk factors of young atherosclerotic cardiovascular disease in an underrepresented cohort: insights from the All of Us Research Program
1442,39932771,2025,3;4;6,FA1;FA5;FA7,3,0,Subtyping Social Determinants of Health in the 'All of Us' Program: Network Analysis and Visualization Study
1444,39988481,2025,4;12,FA1;FA5;FA7,3,0,The Association of Acne Vulgaris With Anxiety And Depression by Race: A Case-Control Study in the All of Us Research Program
1446,40089810,2025,1;4;6;13,FA1;FA5;FA7;FA8,4,0,E-cigarette Use and Incident Cardiometabolic Conditions in the All of Us Research Program
1447,40085006,2025,3;6,FA7,1,0,Unmet social needs and diverticulitis: a phenotyping algorithm and cross-sectional analysis
1448,40081611,2025,1;6,FA1;FA7;FA8,3,0,Multidimensional Risk Factors for Heart Failure in Hispanic Adults: Findings from the All of Us Research Program
1452,40064590,2025,4;5;6;8,FA1;FA5;FA7;FA8,4,0,Mental Health Challenges in Cancer Survivors From Diverse Backgrounds During COVID-19 Pandemic: Insights From the All of Us Research Program
1453,40074206,2025,3;4;7;13,FA1;FA5,2,0,Association of daily steps over time with adult asthma incidence
1454,40073213,2025,3;6,FA7,1,0,Associations of perceived discrimination with health outcomes and health disparities in the All of Us cohort
1455,40072611,2025,6;9,FA1;FA7,2,0,Socioeconomic factors associated with the development of localized scleroderma: a cross-sectional study
1456,40069933,2025,,,0,1,"Leveraging the All of Us research program to advance heart, lung, blood, and sleep research"
1457,40068169,2025,3;5,FA1;FA8,2,0,Assessing the Data Quality Dimensions of Partial and Complete Mastectomy Cohorts in the All of Us Research Program: Cross-Sectional Study
1458,40065360,2025,1;2;3;10,FA1;FA4;FA8,3,0,Trans-ancestral rare variant association study with machine learning-based phenotyping for metabolic dysfunction-associated steatotic liver disease
1460,40063522,2025,2;5,FA1;FA8,2,0,ALDH2 Deficiency and Alcohol Intake in the United States: Opportunity for Precision Cancer Prevention
1461,40112576,2025,4;8,FA1;FA5,2,0,"Association of e-cigarette use, psychological distress, and substance use: Insights from the All of Us Research Program"
1463,40085778,2025,6,FA7,1,0,Factors Influencing Treatment Strategy for Overactive Bladder in the National Institute of Health All of Us Research Program
1465,40095043,2025,5;8;12,FA1;FA7;FA8,3,0,Cutaneous viral infection comorbidities in patients with basal cell carcinoma
1466,40095107,2025,5;6;12,FA1;FA7;FA8,3,0,Stratified nationwide skin cancer risk in patients with rosacea
1468,40106344,2025,6,FA7,1,0,Long-Term Engagement of Diverse Study Cohorts in Decentralized Research: Longitudinal Analysis of 'All of Us' Research Program Data
1469,40105976,2025,4;12,FA1;FA5;FA7,3,0,Severity of acne vulgaris predicts maladaptive psychosocial perceptions and neuropsychiatric disorders: a case-control study
1470,40101752,2025,5;6,FA1;FA7;FA8,3,0,Diagnosis to Excision: Estimates for Guideline-Concordant Treatment of High-Grade Cervical Intraepithelial Neoplasia
1471,40095792,2025,18,FA1;FA7,2,0,Cost-Related Barriers to Medication Adherence in Uveitis Patients Enrolled in NIH's All of Us Program
1472,40095075,2025,6;12,FA1;FA7,2,0,Vitiligo treatment trends in underrepresented groups
1473,40021100,2025,5;12,FA1;FA7;FA8,3,0,Vitiligo and melanoma: Revisiting a historic relationship through a retrospective case-control investigation
1475,40001685,2025,3;6,FA7,1,0,Predicting Health-Related Quality of Life Using Social Determinants of Health: A Machine Learning Approach with the All of Us Cohort
1476,40003465,2025,1;6,FA1;FA7;FA8,3,0,"Combined Effects of Arsenic, Cadmium, and Mercury with Cardiovascular Disease Risk: Insights from the All of Us Research Program"
1477,39990001,2025,3;5;12,FA1;FA7;FA8,3,0,From toasted skin to tumors: a retrospective nationwide case-control analysis investigating the link between erythema ab igne and various skin cancers
1478,,2025,6,FA7,1,0,"97 Neighborhood level stressors, resilience sources, and other characteristics among sexual minority groups"
1479,,2025,4;5;6,FA1;FA5;FA7;FA8,4,0,388 Subtyping social determinants of health in cancer: Implications for health equity policies
1480,,2025,4;5;6,FA1;FA5;FA7;FA8,4,0,321 Access and utilization of oral health care and tobacco use in patients with severe mental illness: Impact on oral health outcomes
1481,,2025,6,FA7,1,0,96 Disparities in healthcare discrimination among sexual minority groups: Insights from the NIH All of Us Program
1482,,2025,1;2;3;8;13,FA1;FA8,2,0,483 Human leukocyte antigen (HLA) alleles associated with severe COVID-19 outcomes in the All of Us cohort
1483,40119937,2025,4;5;12,FA1;FA5;FA7;FA8,4,0,Substance use disorder in basal cell carcinoma patients: patterns from a propensity-scored study
1484,40156587,2025,1;2;7;14,FA1;FA8,2,0,Daily Heart Rate Per Step (DHRPS): A Wearables Metric Associated with Cardiovascular Disease in a Cross-Sectional Study of the All of Us Research Program
1485,40152140,2025,3;4;7,FA1;FA5,2,0,Predicting postoperative chronic opioid use with fair machine learning models integrating multi-modal data sources: a demonstration of ethical machine learning in healthcare
1486,40148775,2025,1;2;3,FA1;FA8,2,0,Efficient blockLASSO for polygenic scores with applications to all of us and UK Biobank
1487,40146917,2025,3;6,FA7,1,0,Biases in Race and Ethnicity Introduced by Filtering Electronic Health Records for 'Complete Data': Observational Clinical Data Analysis
1488,40138446,2025,2;8;16,FA1;FA4;FA8,3,0,Pharmacogenomic heterogeneity of N-acetyltransferase 2: a comprehensive analysis of real world data in Indian tuberculosis patients and from literature and database review
1489,40052054,2025,6;17,FA4;FA7,2,0,Building a diverse national research advisory board
1490,40034140,2025,1;5;10,FA1;FA4;FA8,3,0,Association of HFE genotypes with hemochromatosis-related phenotypes in the All of Us research program
1491,40110613,2025,3;5,FA1;FA8,2,0,Low frequency of structured documentation for cancer genetic testing in a large electronic health record dataset: A brief report using All of Us Research data
1492,40106053,2025,12,FA1;FA7,2,0,Logistic regression and covariate-balanced matching analysis of lichen planus and inflammatory gastrointestinal disorders
1493,40124254,2025,18,FA1;FA7,2,0,Systemic Hormonal Contraceptive Use and Rhinitis Among Adult Women: An All of Us Database Analysis
1494,39868946,2025,3;6,FA7,1,0,AI for all: bridging data gaps in machine learning and health
1496,40046242,2025,2,FA8,1,0,Editorial: Advancements and prospects of genome-wide association studies
1497,40055519,2025,,,0,1,"Evolution, genetic diversity, and health"
1498,40042447,2025,2;11,FA1;FA3;FA8,3,0,Polygenic score integrating neurodegenerative and vascular risk informs dementia risk stratification
1500,40036039,2025,6,FA7,1,0,Benefits of Patient-Clinician Communication for Timely Health Care Visits in Patients Perceiving Discrimination
1505,40057902,2025,1;18,FA1;FA7;FA8,3,0,Re: Lee et al.: Associations between statin use and glaucoma in the All of Us Research Program (Ophthalmol Glaucoma. 2024;7:563-571)
1506,40057900,2025,1;18,FA1;FA7;FA8,3,0,Re: Lee et al.: Associations between statin use and glaucoma in the All of Us Research Program (Ophthalmol Glaucoma. 2024;7:563-571)
1507,40053216,2025,4;6,FA1;FA5;FA7,3,0,Sex Differences in Cigarette Smoking Among Hispanic and Non-Hispanic Black All of Us Participants: The Relative Importance of Sociodemographic Characteristics and Social Determinants of Health
1508,40052488,2025,3;17,FA4;FA7,2,0,A toolkit for academic libraries to create interdisciplinary interest in the All of Us Researcher Workbench across campus communities
1509,40050991,2025,2,FA8,1,0,Lessons from national biobank projects utilizing whole-genome sequencing for population-scale genomics
1510,40050615,2025,2;15,FA2;FA8,2,0,Genome-wide meta-analysis identifies novel risk loci for uterine fibroids within and across multiple ancestry groups
1511,40043939,2025,6,FA7,1,0,Socioeconomic associations of amblyopia in the All of Us research program
1512,40043791,2025,12,FA1;FA7,2,0,Prevalence and Co-Occurrence of Eczema Types in Adults in the United States: Insights from the All of Us Research Program
1513,40036033,2025,1;6,FA1;FA7;FA8,3,0,Perceived Discrimination in Health Care Settings and Care Delays in Patients With Diabetes and Hypertension
1514,40029645,2025,1;2;14,FA1;FA8,2,0,Population-Scale Studies of Protein S Abnormalities and Thrombosis
1515,40028616,2025,1;6;7,FA1;FA7;FA8,3,0,Leveraging diagnosis and biometric data from the All of Us Research Program to uncover disparities in obesity diagnosis
1516,40026024,2025,,,0,1,Determinants of Complementary and Integrative Health Approaches: A Cross-Sectional Study Using the All of Us Research Program
1517,40024923,2025,5,FA1;FA8,2,0,The association between multiple myeloma and melanoma: a cross-sectional study of the NIH All of Us Research Program
1518,40022306,2025,1;4;5;8;12,FA1;FA5;FA7;FA8,4,0,Association of Oral Health Determinants With Oral Squamous Cell Carcinoma in Never-Smoking Adults
1519,39990934,2025,1;6,FA1;FA7;FA8,3,0,Composite cardiovascular risk factor control in US adults with diabetes and relation to social determinants of health: The All of Us research program
1521,40007508,2025,2;4;6,FA1;FA5;FA7;FA8,4,0,Sex-Specific Association Between Polymorphisms in Estrogen Receptor Alpha Gene (ESR1) and Depression: A Genome-Wide Association Study of All of Us and UK Biobank Data
1522,40014580,2025,4;6;12,FA1;FA5;FA7,3,0,Epidemiological landscape of androgenetic alopecia in the US: An All of Us cross-sectional study
1525,39998322,2025,2;6;11,FA1;FA3;FA7;FA8,4,0,Identification of 16 novel Alzheimer's disease loci using multi-ancestry meta-analyses
1526,39998696,2025,12,FA1;FA7,2,0,Cross-sectional analysis of a potential relationship between sodium excretion and atopic dermatitis
1527,40009714,2025,2;9;12,FA1;FA7;FA8,3,0,"Epidemiology, genetics and management of vitiligo in the USA: an All of Us investigation"
1528,40009368,2025,2;4;13,FA1;FA5;FA8,3,0,Genetic Correlates of Treatment-Resistant Depression
1529,39996577,2025,6;18,FA1;FA7,2,0,Hearing Loss and Negative Social Experiences in the All of Us Research Program
1530,39987254,2025,5;12,FA1;FA7;FA8,3,0,Ocular comorbidities in basal cell carcinoma: a national cross-sectional analysis
1531,39987234,2025,4;6;9;12,FA1;FA5;FA7,3,0,Demographic and socioeconomic disparities in the burden of psychiatric and autoimmune comorbidities amongst vitiligo patients: a retrospective case-control study
1532,40248215,2025,1;7;13,FA1;FA8,2,0,"Physical Activity, Sleep, and Quality of Life in Pulmonary Arterial Hypertension: Novel Insights From Wearable Devices"
1533,40203832,2025,2;13,FA1;FA8,2,0,EndoPRS: Incorporating endophenotype information to improve polygenic risk scores for clinical endpoints-A study in asthma
1535,40253313,2025,12,FA1;FA7,2,0,Ferritin levels in scarring and nonscarring alopecia: a cross-sectional study from the All of Us database
1538,40211040,2025,2;11,FA1;FA3;FA8,3,0,Multi-ancestry GWAS identifies 16 novel Alzheimer disease risk loci
1540,40246588,2025,4;5;6,FA1;FA5;FA7;FA8,4,0,A Cross-Sectional Analysis of Psychosocial Mediators Between Discrimination and Health-Related Quality of Life Among Sexual and Gender Minority Cancer Survivors
1548,40250282,2025,4;6,FA1;FA5;FA7,3,0,Quantifying the independent impact of social determinants of health and posttraumatic stress disorder on resource utilization and health outcomes in civilians
1549,40255935,2024,2,FA8,1,0,Descriptor: Synthetic Genomic Dataset With Diverse Ancestry (SynGen6)
1550,40277232,2025,12,FA1;FA7,2,0,Low Vitamin D Levels & Alopecia: A Cross-sectional Study of the All of Us Research Program
1551,40278924,2025,7;9,FA1,1,0,"Decreased physical activity in lupus patients, an analysis of biometric data from the all of us database"
1552,40294562,2025,2,FA8,1,0,"'We know what to do for you, but we can't do it:' How actionability is coordinated and contested in genomics research"
1562,40266617,2025,1;3;4;11,FA1;FA3;FA5;FA8,4,0,Detection Bias in EHR-Based Research on Clinical Exposures and Dementia
1564,40297065,2024,4;6,FA1;FA5;FA7,3,0,"Low Income, Younger Age, Female Sex, and Poor Mental Health Are Risk Factors for Diminished Access to Care Among Patients With Meniscus Tears"
1566,40268942,2025,2;3,FA8,1,0,JointPRS: A data-adaptive framework for multi-population genetic risk prediction incorporating genetic correlation
1567,40205062,2025,2;5,FA1;FA8,2,0,Timing and trajectory of BCR::ABL1-driven chronic myeloid leukaemia
1568,40263246,2025,,,0,1,UKB-MDRMF: a multi-disease risk and multimorbidity framework based on UK biobank data
1593,40305039,2025,1;2,FA1;FA8,2,0,Cardiomyopathy-Associated Gene Variants in Atrial Fibrillation
1595,40292753,2025,2,FA8,1,0,Recent developments in population biobanks and the genetic architecture of complex disease
1598,40305011,2025,1,FA1;FA8,2,0,Genetic Testing in Early-Onset Atrial Fibrillation
1599,40312552,2025,2;9,FA1;FA8,2,0,Uncovering shared genetic features between inflammatory bowel disease and systemic lupus erythematosus
1600,40313110,2025,6,FA7,1,0,Food Insecurity in the United States LGBTQ+ Population: A Cross-Sectional Analysis of All of Us Data
1602,40317750,2025,1;5;13;14;18,FA1;FA7;FA8,3,0,Association of Dysphonia in Patients With Dysphagia in the United States: A National Database Study
1603,40319023,2025,18,FA1;FA7,2,0,"Rare genetic variation in PTPRB is associated with central serous chorioretinopathy, varicose veins and glaucoma"
1604,40319026,2025,2,FA8,1,0,Genetic ancestry and population structure in the All of Us Research Program cohort
1605,40319838,2025,1,FA1;FA8,2,0,HDL Cholesterol Is Remarkably Cardioprotective Against Coronary Artery Disease in Native Hawaiians and Pacific Islanders
1606,40325914,2025,1;4;13,FA1;FA5;FA8,3,0,"Adverse effects of obesity on overall health, quality of life, and related physical health metrics: A cross-sectional and longitudinal study from the All of Us Research Program"
1607,40329612,2025,6;18,FA1;FA7,2,0,The Impact of Race and Ethnicity on Cataract Surgery in the Nationwide All of Us Cohort
1608,40309770,2025,1;5,FA1;FA8,2,0,Inborn errors of immunity underlie clonal T cell expansions in large granular lymphocyte leukemia
1613,40327120,2025,4;10,FA1;FA4;FA5;FA8,4,0,Neurofibromatosis type 1 is associated with neurocognitive and psychiatric disorders in a national database
1614,40340717,2025,2;6;8,FA1;FA7;FA8,3,0,Reproducibility of genetic risk factors identified for long COVID using combinatorial analysis across US and UK patient cohorts with diverse ancestries
1616,40338046,2025,1;6,FA1;FA7;FA8,3,0,Sexual identity differences in ideal cardiovascular health among cisgender adults in the All of Us Research Program
1632,40342636,2025,,,0,1,Exploring the metabolic signature of intermittent explosive disorder: Preliminary evidence and potential mechanisms for altered bilirubin metabolism
1636,40370339,2025,3;6;11;18,FA1;FA3;FA7,3,0,Prevalence and Treatment of Dysphonia in Parkinson's Disease: A Cross-Sectional National Database Study
1637,40354632,2025,1;3;4,FA1;FA5;FA8,3,0,Prevalence of Multiple Chronic Conditions Among Adults in the All of Us Research Program: Exploratory Analysis
1638,40361456,2025,4;5,FA1;FA5;FA8,3,0,Fatigue Level Associated with Quality of Life for Prostate Cancer Patients: Results from the All of Us Research Program
1651,40315464,2025,12,FA1;FA7,2,0,Comorbidities and Lifestyle Risk Factors Associated With Scabies Infestation
1652,40395398,2025,2;16,FA4;FA8,2,0,Opportunities amid complexities in returning genetic results to black precision medicine research participants: Interview themes in context with open all of us data
1653,40372213,2025,5;6,FA1;FA7;FA8,3,0,Food Insecurity and Clinical Biomarkers of Inflammation among Cancer Survivors in the All of Us Research Program
1654,40377722,2025,5;12,FA1;FA7;FA8,3,0,Congenital ichthyosis is associated with cutaneous malignancies in a case-control study
1655,40379038,2025,1;2;3;7,FA1;FA8,2,0,Fitbit-measured physical activity is inversely associated with incident atrial fibrillation among All of Us participants
1656,40383690,2025,6;18,FA1;FA7,2,0,Socioeconomic Disparities in Intravitreal Injection Use and Anti-VEGF Agent Selection: Aflibercept/Ranibizumab Versus Bevacizumab
1657,40397457,2025,1;2,FA1;FA8,2,0,Polygenic Prediction of Peripheral Artery Disease and Major Adverse Limb Events
1658,40398747,2025,1;15;18,FA1;FA2;FA7;FA8,4,0,Pregnancy and Diabetic Retinopathy: A Report From the All of Us Research Program
1659,40375815,2025,4,FA1;FA5,2,0,Micronutrients and Chronic Pain: A Cross-Sectional Analysis
1661,40398830,2025,1;3;4;5;6;17,FA1;FA4;FA5;FA7;FA8,5,0,Impacts of sample weighting on transferability of risk prediction models across EHR-Linked biobanks with different recruitment strategies
1662,40402080,2025,1,FA1;FA8,2,0,Risk Factors Associated with Gastroenteropancreatic and Lung Neuroendocrine Tumors: A Nested Case-Control Study from The All of Us Research Program
1663,40405064,2025,1;2,FA1;FA8,2,0,AoUPRS: A cost-effective and versatile PRS calculator for the All of Us Program
1664,40409746,2025,4;7;15,FA1;FA2;FA5,3,0,Unlocking the Potential of Wear Time of a Wearable Device to Enhance Postpartum Depression Screening and Detection: Cross-Sectional Study
1665,40405426,2025,1;12,FA1;FA7;FA8,3,0,Vitiligo and associated comorbidities: A case-control study in the All of Us database
1666,40408224,2025,4;15,FA1;FA2;FA5,3,0,Progression trajectories of chronic overlapping pain conditions unveiled across two large clinical data warehouses
1667,40413420,2025,6,FA7,1,0,Veteran participation in the All of Us Research Program: applying an intersectionality lens to evaluate participant diversity
1668,40417568,2025,3;6;8,FA1;FA7,2,0,EHR Phenotyping Methods for Measuring Treatment Adherence Among People Living With HIV in All of Us: Towards Disparities and Inequalities in HIV Care Continuum
1669,40417537,2025,3;4;13,FA1;FA5,2,0,Deep Learning-based Time-to-event Analysis of Depression and Asthma using the All of Us Research Program
1670,40421552,2025,1;6,FA1;FA7;FA8,3,0,Perceived Discrimination in Medical Care Settings on A1c Data From the All of Us Program
1671,40433684,2025,1;2;10,FA1;FA4;FA8,3,0,Association of Pathogenic/Likely Pathogenic Genetic Variants for Cardiomyopathies With Clinical Outcomes: A Multiancestry Analysis in the All of Us Research Program
1672,40437102,2025,3;6;8,FA1;FA7,2,0,Computable phenotypes to identify respiratory viral infections in the All of Us research program
1673,40437324,2025,6,FA7,1,0,"Racial, ethnic and socioeconomic disparities in healthcare for adult spinal deformity patients"
1674,40442974,2025,2;9;16,FA1;FA4;FA8,3,0,PTPN2 and Leukopenia in Individuals With Normal TPMT and NUDT15 Metabolizer Status Taking Azathioprine
1675,40421744,2025,6;11,FA1;FA3;FA7,3,0,Sex differences in the confounders influencing the relationships linking socioeconomic factors and cognitive performance with family history of Alzheimer's disease and related dementias
1676,40047317,2025,1;2;6;16,FA1;FA4;FA7;FA8,4,0,"SLCO1B1 Functional Variants, Bilirubin, Statin-Induced Myotoxicity, and Recent Sub-Saharan African Ancestry: A Precision Medicine Health Equity Study"
1681,40417546,2025,17,FA4;FA7,2,0,Adaptive Recruitment Resource Allocation to Improve Cohort Representativeness in Participatory Biomedical Datasets
1689,40369171,2025,2,FA8,1,0,Polygenic Risk Scores in Dilated Cardiomyopathy: Towards the Future
1690,40267362,2025,1;2,FA1;FA8,2,0,Standardized Measurement of Type 1 Diabetes Polygenic Risk Across Multiancestry Population Cohorts
1691,40185865,2025,2,FA8,1,0,Genomics and multiomics in the age of precision medicine
1705,41019453,2025,6,FA7,1,0,Access to oral health care and its social determinants across the lifespan in the United States
1707,40986403,2025,3;6;11,FA1;FA3;FA7,3,0,Machine Learning Approaches to Racial/Ethnic Differences in Social Determinants of Mild Cognitive Impairment and Its Progression to Dementia in the All of Us Research Program
1708,40980249,2025,4;6,FA1;FA5;FA7,3,0,"Younger Age, Female Sex, Low Income, and Poor Mental Health Are Patient-Perceived Risk Factors for Poor Access to Care for Rotator Cuff Tears"
1709,40974255,2025,4;15,FA1;FA2;FA5,3,0,Chronic pain prevalence and severity in females before & after menopause versus males in a large multi-center database
1710,40973771,2025,2;4,FA1;FA5;FA8,3,0,Comparative polygenic predispositions of treatment-resistant depression in East Asian and European populations
1717,40939242,2025,1;4;6;13,FA1;FA5;FA7;FA8,4,0,Factors associated with acute unscheduled care visits for asthma in the all of US dataset
1718,40937424,2025,4;6;8,FA1;FA5;FA7,3,0,Changes in mental health care utilisation before and during the COVID-19 pandemic among people living with HIV in the USA: a retrospective cohort study using the All of Us dataset
1719,40932135,2025,1;6,FA1;FA7;FA8,3,0,Validation of the American Heart Association Predicting Risk of Cardiovascular Disease Events Equations in Diverse Socioeconomic Groups: The All of Us Cohort
1720,40913926,2025,1;3,FA1;FA8,2,0,Adults With Congenital Heart Disease Have an Increased Prevalence of Autoimmunity
1721,40913723,2025,1;6,FA1;FA7;FA8,3,0,Socioeconomic Factors Impact the Perception of Healthcare Experiences in Patients with Cirrhosis
1722,40912238,2025,1;2;10;13,FA1;FA4;FA8,3,0,A semi-empirical Bayes approach for calibrating weak instrumental bias in sex-specific Mendelian randomization studies
1728,40902600,2025,2,FA8,1,0,"Evaluating multi-ancestry genome-wide association methods: Statistical power, population structure, and practical implications"
1729,40898779,2025,12;15,FA1;FA2;FA7,3,0,The prevalence of endometriosis in adult female patients with hidradenitis suppurativa: a cross-sectional study using the All of Us Research Program
1730,40896298,2025,2;3,FA8,1,0,Benchmarking Missing Data Imputation Methods for Time Series Using Real-World Test Cases
1733,40890099,2025,1,FA1;FA8,2,0,Coagulation factor XII haploinsufficiency is protective against venous thromboembolism in a population-scale multidimensional analysis
1734,40884223,2025,1;6;13,FA1;FA7;FA8,3,0,Cost-related barriers to medication use among diverse participants with obesity-associated asthma
1735,40883272,2025,2;3;5,FA1;FA8,2,0,"Clustering of lymphoid neoplasms by cell of origin, somatic mutation and drug usage profiles: a multi-trait genome-wide association study"
1736,40858232,2025,4;6;19,FA1;FA5;FA6;FA7,4,0,Long-term PM2.5 exposure and mental health disparities: A prospective analysis of the All of Us Research Program
1737,40869462,2025,4;10,FA1;FA4;FA5;FA8,4,0,"Defining the Chronic Complexities of hEDS and HSD: A Global Survey of Diagnostic Challenges, Life-Long Comorbidities, and Unmet Needs"
1738,40881554,2025,3;5,FA1;FA8,2,0,The United States Preventive Services Task Force (USPSTF) Guidelines vs. Electronic Health Record (EHR)-Based Screening: A Comparative Accuracy Study in Prostate Cancer
1739,40865627,2025,1,FA1;FA8,2,0,Glucagon-like Peptide-1 Receptor Agonists Are Associated With a Lower Risk of Peptic Ulcer Disease: A Nationwide Cohort Study
1740,40845034,2025,4;6;12,FA1;FA5;FA7,3,0,Understanding the evolving treatment landscape of hidradenitis suppurativa: An analysis of All of Us
1741,40844317,2025,6;17,FA4;FA7,2,0,The All of Us Research Program's Social Media Outreach to Underrepresented Populations: Mixed Methods Analysis
1742,40837114,2025,3,,0,1,Enhancing Health Research with Machine Learning: Practical Case Studies Using the All of Us Researcher Workbench
1743,40850508,2025,1;14;16,FA1;FA4;FA8,3,0,"Associations between long-term metformin use, the risk of vitamin B12 deficiency, and neuropathy: An All of Us research Program study"
1744,40837069,2025,1;2;14;18,FA1;FA7;FA8,3,0,Genome-Wide Association Study and Rare Variant Association Studies of Strabismus in the All of Us Research Program
1747,40827941,2025,1;2;14,FA1;FA8,2,0,Polygenic Resistance to Blood Pressure Treatment and Stroke Risk: Insights from the All of Us Research Program
1750,40802651,2025,13,FA1,1,0,Genetic Associations in Non-Europeans with Pulmonary Fibrosis: Analysis of the All of Us Cohort
1753,40794368,2025,3,,0,1,Are Aggregated Electronic Health Record Datasets Good for Research?
1754,40792640,2025,4;5;6,FA1;FA5;FA7;FA8,4,0,The Intersection of Disability and Cancer: Improving Outcomes in Cancer Patients With Disabilities
1758,40779583,2025,4;6,FA1;FA5;FA7,3,0,Perceived stress and allostatic load: Results from the All of Us Research Program
1761,40776288,2025,3;8;9,FA1,1,0,Predicting Infection Risk in Rheumatoid Arthritis Patients Treated with Biological and Targeted Synthetic Disease-Modifying Anti-Rheumatic Drugs: An Application of Machine Learning
1762,40776023,2025,3;5;16,FA1;FA4;FA8,3,0,Unveiling Pharmacogenomic Patterns in Breast Cancer Through Big Data
1763,40776020,2025,1;2,FA1;FA8,2,0,Type 2 Diabetes Subtyping via Phenotype and Genotype Co-Learning
1764,40774444,2025,3;4;7,FA1;FA5,2,0,Association of activity with the risk of developing musculoskeletal pain in the All of Us research program
1765,40771618,2025,5;7,FA1;FA8,2,0,ENABLING A HEALTHIER FUTURE FOR ALL THROUGH PRECISION MEDICINE
1766,40771450,2025,4,FA1;FA5,2,0,A Case-Control Study of Trichotillomania Patients Using a National Database
1767,40771441,2025,2;12,FA1;FA7;FA8,3,0,Management and Genetics of Alopecia Areata within the USA: A Cross-Sectional Study of All of Us
1768,40770708,2025,1;2;10,FA1;FA4;FA8,3,0,Whole exome sequencing and polygenic risk assessment for kidney functions and clinical management in both hospital-based cohort and population-based Asian cohorts
1771,40763922,2025,1;2;11,FA1;FA3;FA8,3,0,APOE Genotype and Statin Response: Evidence From the UK Biobank and All of Us Program
1772,40756774,2025,1;9;12,FA1;FA7;FA8,3,0,Pyoderma gangrenosum associated with major adverse cardiovascular events
1773,40754711,2025,1;2,FA1;FA8,2,0,Genetic variants linked to statin-associated Type 2 diabetes mellitus: Findings from the UK Biobank and the All of Us Research Program
1774,40754259,2025,3;4,FA1;FA5,2,0,Investigating the Relationship Between Corneal Dystrophy and Mental Health Conditions Using the All of Us Research Program Database
1775,40752773,2025,1;4;14,FA1;FA5;FA8,3,0,Mental Health Disorders and the Development of Cardiovascular Disease: Insights from the All of Us Research Program
1777,40751574,2025,3;6,FA7,1,0,Racial/ethnic disparities among individuals with unruptured and ruptured cerebral aneurysms: Insights from the All of Us Research Program
1778,40750633,2025,2;15,FA2;FA8,2,0,"PAL-AI reveals genetic determinants that control poly(A)-tail length during oocyte maturation, with relevance to human fertility"
1779,40729094,2025,1;6,FA1;FA7;FA8,3,0,Increased Risk of Kidney Stones in Transgender Women and Gender-Diverse Adults on Gender-Affirming Hormone Therapy: Insights from a Large Database Study
1780,40728037,2025,1;18,FA1;FA7;FA8,3,0,Statins and Their Effect on Hearing: An All of Us Database Study
1781,40720818,2025,7,,0,1,Capturing Real-World Habitual Sleep Patterns With a Novel User-Centric Algorithm to Preprocess Fitbit Data in the All of Us Research Program: Retrospective Observational Longitudinal Study
1782,40720732,2025,7,,0,1,Associations of sleep-associated variants with wearable-derived sleep stages in the all of us research program
1783,40720122,2025,2;4;16,FA1;FA4;FA5;FA8,4,0,CYP2D6 Phenotypes and Emergency Department Visits Among Patients Receiving Opioid Treatment
1785,40701376,2025,1;3;9;18,FA1;FA7;FA8,3,0,Predicting Early Onset of Age-Related Macular Degeneration: A Machine Learning Approach
1786,40701146,2025,2;3,FA8,1,0,Implementing a training resource for large-scale genomic data analysis in the All of Us Researcher Workbench
1787,40698913,2025,2;16,FA4;FA8,2,0,"RAB19, SERPINB9P1, and Pancreatitis in Patients Taking Azathioprine in Routine Clinical Practice: Genome and Transcriptome-Wide Association Studies"
1788,40698407,2025,1;2,FA1;FA8,2,0,Risk for Heart Failure and Atrial Fibrillation Across the Lifespan for Carriers of the Amyloidogenic p.V142I TTR Variant
1789,40697677,2025,1;5;6,FA1;FA7;FA8,3,0,"A comparison of family health history of breast cancer, colorectal cancer, and diabetes in self-reported survey and electronic health records data, All of Us Research Program"
1790,40691406,2025,2,FA8,1,0,Improved multiancestry fine-mapping identifies cis-regulatory variants underlying molecular traits and disease risk
1791,40684987,2025,3;7;15,FA2,1,0,"Longitudinal trends in physical activity and sleep before, during, and after pregnancy using Fitbit and EHR data from the All of Us research program"
1792,40681360,2025,4;6,FA1;FA5;FA7,3,0,Prevalence and Sociodemographic Correlates of Low Back Pain in a Diverse U.S. Population: Insights From the All of Us Research Program
1793,40681351,2025,2;18,FA1;FA7;FA8,3,0,"Age-, sex-, and ancestry-specific prevalence of hearing loss in UK Biobank and All of Us Research Program"
1794,40677957,2025,6;18,FA1;FA7,2,0,Obstacles to Obtain Care Among Sexual and Gender Minorities With Chronic Rhinosinusitis
1795,40677145,2025,1,FA1;FA8,2,0,Neurobeachin (NBEA) is a novel gene associated with GLP-1 receptor agonist associated weight loss
1796,40676916,2025,1;2;3;14,FA1;FA8,2,0,MetaGeno: a chromosome-wise multi-task genomic framework for ischaemic stroke risk prediction
