record_id,pubmed_id,year,title,themes,ic_admin_original,ic_admin_reattributed,cofunding_ics_original,fractional_attribution
1483,40119937,2025,Substance use disorder in basal cell carcinoma patients: patterns from a propensity-scored study,4;5;12,,,,NCI(0.433);NIMH(0.233);NIAMS(0.233);NIDA(0.067);NIAAA(0.033)
1484,40156587,2025,Daily Heart Rate Per Step (DHRPS): A Wearables Metric Associated with Cardiovascular Disease in a Cross-Sectional Study of the All of Us Research Program,1;2;7;14,HL,HL,HL,NHGRI(0.250);NINDS(0.250);NHLBI(0.225);NIBIB(0.125);NIDDK(0.113);NIMH(0.038)
1485,40152140,2025,Predicting postoperative chronic opioid use with fair machine learning models integrating multi-modal data sources: a demonstration of ethical machine learning in healthcare,3;4;7,HG;MD;OD,HG;MD;OD,HG;MD;OD;TR,NLM(0.333);NIMH(0.283);NIBIB(0.167);NIDA(0.067);NHLBI(0.067);NIDDK(0.050);NIAAA(0.033)
1486,40148775,2025,Efficient blockLASSO for polygenic scores with applications to all of us and UK Biobank,1;2;3,,,,NHGRI(0.333);NLM(0.333);NHLBI(0.233);NIDDK(0.100)
1487,40146917,2025,Biases in Race and Ethnicity Introduced by Filtering Electronic Health Records for 'Complete Data': Observational Clinical Data Analysis,3;6,,,,NLM(0.500);NIMHD(0.500)
1488,40138446,2025,Pharmacogenomic heterogeneity of N-acetyltransferase 2: a comprehensive analysis of real world data in Indian tuberculosis patients and from literature and database review,2;8;16,,,,NHGRI(0.400);NIAID(0.333);NIGMS(0.200);NHLBI(0.033);NCI(0.033)
1489,40052054,2025,Building a diverse national research advisory board,6;17,,,,NIMHD(0.500);NIH-Wide(0.350);NHGRI(0.150)
1490,40034140,2025,Association of HFE genotypes with hemochromatosis-related phenotypes in the All of Us research program,1;5;10,,,,NCI(0.333);NHLBI(0.233);NCATS(0.167);NHGRI(0.167);NIDDK(0.100)
1491,40110613,2025,Low frequency of structured documentation for cancer genetic testing in a large electronic health record dataset: A brief report using All of Us Research data,3;5,,,,NLM(0.500);NCI(0.500)
1492,40106053,2025,Logistic regression and covariate-balanced matching analysis of lichen planus and inflammatory gastrointestinal disorders,12,,,,NIAMS(0.700);NCI(0.300)
1493,40124254,2025,Systemic Hormonal Contraceptive Use and Rhinitis Among Adult Women: An All of Us Database Analysis,18,,,,NEI(1.000)
1494,39868946,2025,AI for all: bridging data gaps in machine learning and health,3;6,,,,NLM(0.500);NIMHD(0.500)
1496,40046242,2025,Editorial: Advancements and prospects of genome-wide association studies,2,,,,NHGRI(1.000)
1497,40055519,2025,"Evolution, genetic diversity, and health",,,,,
1498,40042447,2025,Polygenic score integrating neurodegenerative and vascular risk informs dementia risk stratification,2;11,AG;TR,AG;TR,AG;OD;TR,NHGRI(0.500);NIA(0.400);NINDS(0.100)
1500,40036039,2025,Benefits of Patient-Clinician Communication for Timely Health Care Visits in Patients Perceiving Discrimination,6,,,,NIMHD(1.000)
1505,40057902,2025,Re: Lee et al.: Associations between statin use and glaucoma in the All of Us Research Program (Ophthalmol Glaucoma. 2024;7:563-571),1;18,,,,NEI(0.500);NHLBI(0.350);NIDDK(0.150)
1506,40057900,2025,Re: Lee et al.: Associations between statin use and glaucoma in the All of Us Research Program (Ophthalmol Glaucoma. 2024;7:563-571),1;18,,,,NEI(0.500);NHLBI(0.350);NIDDK(0.150)
1507,40053216,2025,Sex Differences in Cigarette Smoking Among Hispanic and Non-Hispanic Black All of Us Participants: The Relative Importance of Sociodemographic Characteristics and Social Determinants of Health,4;6,CA,CA,CA;OD,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
1508,40052488,2025,A toolkit for academic libraries to create interdisciplinary interest in the All of Us Researcher Workbench across campus communities,3;17,,,,NLM(0.500);NIH-Wide(0.350);NHGRI(0.150)
1509,40050991,2025,Lessons from national biobank projects utilizing whole-genome sequencing for population-scale genomics,2,,,,NHGRI(1.000)
1510,40050615,2025,Genome-wide meta-analysis identifies novel risk loci for uterine fibroids within and across multiple ancestry groups,2;15,AR;CA;DK;GM;HD;HG;HL;MD;NS;OD;RR;TR,AR;CA;DK;GM;HD;HG;HL;MD;NS;OD;RR;TR,AG;AI;AR;CA;DK;GM;HD;HG;HL;MD;NS;OD;RR;TR,NHGRI(0.500);NICHD(0.500)
1511,40043939,2025,Socioeconomic associations of amblyopia in the All of Us research program,6,,,,NIMHD(1.000)
1512,40043791,2025,Prevalence and Co-Occurrence of Eczema Types in Adults in the United States: Insights from the All of Us Research Program,12,,,,NIAMS(0.700);NCI(0.300)
1513,40036033,2025,Perceived Discrimination in Health Care Settings and Care Delays in Patients With Diabetes and Hypertension,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
1514,40029645,2025,Population-Scale Studies of Protein S Abnormalities and Thrombosis,1;2;14,HL;TR,HL;TR,AG;HL;OD;TR,NHGRI(0.333);NINDS(0.333);NHLBI(0.233);NIDDK(0.100)
1515,40028616,2025,Leveraging diagnosis and biometric data from the All of Us Research Program to uncover disparities in obesity diagnosis,1;6;7,LM,LM,ES;LM,NIMHD(0.333);NHLBI(0.300);NIBIB(0.167);NIDDK(0.150);NIMH(0.050)
1516,40026024,2025,Determinants of Complementary and Integrative Health Approaches: A Cross-Sectional Study Using the All of Us Research Program,,AT,AT,AT;OD,NCCIH(1.000)
1517,40024923,2025,The association between multiple myeloma and melanoma: a cross-sectional study of the NIH All of Us Research Program,5,,,,NCI(1.000)
1518,40022306,2025,Association of Oral Health Determinants With Oral Squamous Cell Carcinoma in Never-Smoking Adults,1;4;5;8;12,DC,DC,DC,NCI(0.260);NIAID(0.200);NHLBI(0.140);NIMH(0.140);NIAMS(0.140);NIDDK(0.060);NIDA(0.040);NIAAA(0.020)
1519,39990934,2025,Composite cardiovascular risk factor control in US adults with diabetes and relation to social determinants of health: The All of Us research program,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
1521,40007508,2025,Sex-Specific Association Between Polymorphisms in Estrogen Receptor Alpha Gene (ESR1) and Depression: A Genome-Wide Association Study of All of Us and UK Biobank Data,2;4;6,HG;OD,HG;OD,HG;OD;TR,NHGRI(0.333);NIMHD(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
1522,40014580,2025,Epidemiological landscape of androgenetic alopecia in the US: An All of Us cross-sectional study,4;6;12,,,,NIMHD(0.333);NIMH(0.233);NIAMS(0.233);NCI(0.100);NIDA(0.067);NIAAA(0.033)
1525,39998322,2025,Identification of 16 novel Alzheimer's disease loci using multi-ancestry meta-analyses,2;6;11,GM,GM,GM,NHGRI(0.333);NIMHD(0.333);NIA(0.267);NINDS(0.067)
1526,39998696,2025,Cross-sectional analysis of a potential relationship between sodium excretion and atopic dermatitis,12,,,,NIAMS(0.700);NCI(0.300)
1527,40009714,2025,"Epidemiology, genetics and management of vitiligo in the USA: an All of Us investigation",2;9;12,,,,NIAMS(0.400);NHGRI(0.333);NIAID(0.167);NCI(0.100)
1528,40009368,2025,Genetic Correlates of Treatment-Resistant Depression,2;4;13,GM;MH,GM;MH,GM;MH,NHGRI(0.333);NHLBI(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
1529,39996577,2025,Hearing Loss and Negative Social Experiences in the All of Us Research Program,6;18,,,,NIMHD(0.500);NEI(0.500)
1530,39987254,2025,Ocular comorbidities in basal cell carcinoma: a national cross-sectional analysis,5;12,,,,NCI(0.650);NIAMS(0.350)
1531,39987234,2025,Demographic and socioeconomic disparities in the burden of psychiatric and autoimmune comorbidities amongst vitiligo patients: a retrospective case-control study,4;6;9;12,,,,NIAMS(0.300);NIMHD(0.250);NIMH(0.175);NIAID(0.125);NCI(0.075);NIDA(0.050);NIAAA(0.025)
1532,40248215,2025,"Physical Activity, Sleep, and Quality of Life in Pulmonary Arterial Hypertension: Novel Insights From Wearable Devices",1;7;13,FD;HL;OD,FD;HL;OD,FD;HL;OD;TR,NHLBI(0.633);NIBIB(0.167);NIDDK(0.150);NIMH(0.050)
1533,40203832,2025,EndoPRS: Incorporating endophenotype information to improve polygenic risk scores for clinical endpoints-A study in asthma,2;13,,,,NHGRI(0.500);NHLBI(0.500)
1535,40253313,2025,Ferritin levels in scarring and nonscarring alopecia: a cross-sectional study from the All of Us database,12,,,,NIAMS(0.700);NCI(0.300)
1538,40211040,2025,Multi-ancestry GWAS identifies 16 novel Alzheimer disease risk loci,2;11,,,,NHGRI(0.500);NIA(0.400);NINDS(0.100)
1540,40246588,2025,A Cross-Sectional Analysis of Psychosocial Mediators Between Discrimination and Health-Related Quality of Life Among Sexual and Gender Minority Cancer Survivors,4;5;6,,,,NCI(0.333);NIMHD(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
1548,40250282,2025,Quantifying the independent impact of social determinants of health and posttraumatic stress disorder on resource utilization and health outcomes in civilians,4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
1549,40255935,2024,Descriptor: Synthetic Genomic Dataset With Diverse Ancestry (SynGen6),2,GM;LM,GM;LM,GM;HG;LM,NHGRI(1.000)
1550,40277232,2025,Low Vitamin D Levels & Alopecia: A Cross-sectional Study of the All of Us Research Program,12,,,,NIAMS(0.700);NCI(0.300)
1551,40278924,2025,"Decreased physical activity in lupus patients, an analysis of biometric data from the all of us database",7;9,,,,NIBIB(0.250);NIAID(0.250);NIAMS(0.250);NHLBI(0.100);NIDDK(0.075);NIMH(0.075)
1552,40294562,2025,"'We know what to do for you, but we can't do it:' How actionability is coordinated and contested in genomics research",2,,,,NHGRI(1.000)
1562,40266617,2025,Detection Bias in EHR-Based Research on Clinical Exposures and Dementia,1;3;4;11,,,,NLM(0.250);NIA(0.200);NHLBI(0.175);NIMH(0.175);NIDDK(0.075);NIDA(0.050);NINDS(0.050);NIAAA(0.025)
1564,40297065,2024,"Low Income, Younger Age, Female Sex, and Poor Mental Health Are Risk Factors for Diminished Access to Care Among Patients With Meniscus Tears",4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
1566,40268942,2025,JointPRS: A data-adaptive framework for multi-population genetic risk prediction incorporating genetic correlation,2;3,HG,HG,HG;OD,NHGRI(0.500);NLM(0.500)
1567,40205062,2025,Timing and trajectory of BCR::ABL1-driven chronic myeloid leukaemia,2;5,,,,NHGRI(0.500);NCI(0.500)
1568,40263246,2025,UKB-MDRMF: a multi-disease risk and multimorbidity framework based on UK biobank data,,,,,
1593,40305039,2025,Cardiomyopathy-Associated Gene Variants in Atrial Fibrillation,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
1595,40292753,2025,Recent developments in population biobanks and the genetic architecture of complex disease,2,VA,VA,,NHGRI(1.000)
1598,40305011,2025,Genetic Testing in Early-Onset Atrial Fibrillation,1,,,,NHLBI(0.700);NIDDK(0.300)
1599,40312552,2025,Uncovering shared genetic features between inflammatory bowel disease and systemic lupus erythematosus,2;9,ES;OD,ES;OD,AG;ES;OD;TR,NHGRI(0.500);NIAID(0.250);NIAMS(0.250)
1600,40313110,2025,Food Insecurity in the United States LGBTQ+ Population: A Cross-Sectional Analysis of All of Us Data,6,,,,NIMHD(1.000)
1602,40317750,2025,Association of Dysphonia in Patients With Dysphagia in the United States: A National Database Study,1;5;13;14;18,OD,NHLBI(0.34);NCI(0.20);NINDS(0.20);NEI(0.20);NIDDK(0.06),OD,NHLBI(0.340);NCI(0.200);NINDS(0.200);NEI(0.200);NIDDK(0.060)
1603,40319023,2025,"Rare genetic variation in PTPRB is associated with central serous chorioretinopathy, varicose veins and glaucoma",18,EY;OD;VA,EY;OD;VA,EY;OD;TR,NEI(1.000)
1604,40319026,2025,Genetic ancestry and population structure in the All of Us Research Program cohort,2,HG;MD;NS;OD,HG;MD;NS;OD,EY;HG;MD;MH;NR;NS;OD,NHGRI(1.000)
1605,40319838,2025,HDL Cholesterol Is Remarkably Cardioprotective Against Coronary Artery Disease in Native Hawaiians and Pacific Islanders,1,,,,NHLBI(0.700);NIDDK(0.300)
1606,40325914,2025,"Adverse effects of obesity on overall health, quality of life, and related physical health metrics: A cross-sectional and longitudinal study from the All of Us Research Program",1;4;13,,,,NHLBI(0.567);NIMH(0.233);NIDDK(0.100);NIDA(0.067);NIAAA(0.033)
1607,40329612,2025,The Impact of Race and Ethnicity on Cataract Surgery in the Nationwide All of Us Cohort,6;18,,,,NIMHD(0.500);NEI(0.500)
1608,40309770,2025,Inborn errors of immunity underlie clonal T cell expansions in large granular lymphocyte leukemia,1;5,,,,NCI(0.500);NHLBI(0.350);NIDDK(0.150)
1613,40327120,2025,Neurofibromatosis type 1 is associated with neurocognitive and psychiatric disorders in a national database,4;10,,,,NIMH(0.350);NCATS(0.250);NHGRI(0.250);NIDA(0.100);NIAAA(0.050)
1614,40340717,2025,Reproducibility of genetic risk factors identified for long COVID using combinatorial analysis across US and UK patient cohorts with diverse ancestries,2;6;8,,,,NHGRI(0.333);NIMHD(0.333);NIAID(0.333)
1616,40338046,2025,Sexual identity differences in ideal cardiovascular health among cisgender adults in the All of Us Research Program,1;6,HL;NR;OD;TR,HL;NR;OD;TR,HG;HL;NR;OD;TR,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
1632,40342636,2025,Exploring the metabolic signature of intermittent explosive disorder: Preliminary evidence and potential mechanisms for altered bilirubin metabolism,,AA,AA,AA,NIAAA(1.000)
1636,40370339,2025,Prevalence and Treatment of Dysphonia in Parkinson's Disease: A Cross-Sectional National Database Study,3;6;11;18,,,,NLM(0.250);NIMHD(0.250);NEI(0.250);NIA(0.200);NINDS(0.050)
1637,40354632,2025,Prevalence of Multiple Chronic Conditions Among Adults in the All of Us Research Program: Exploratory Analysis,1;3;4,NR,NR,NR,NLM(0.333);NHLBI(0.233);NIMH(0.233);NIDDK(0.100);NIDA(0.067);NIAAA(0.033)
1638,40361456,2025,Fatigue Level Associated with Quality of Life for Prostate Cancer Patients: Results from the All of Us Research Program,4;5,,,,NCI(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
1651,40315464,2025,Comorbidities and Lifestyle Risk Factors Associated With Scabies Infestation,12,,,,NIAMS(0.700);NCI(0.300)
1652,40395398,2025,Opportunities amid complexities in returning genetic results to black precision medicine research participants: Interview themes in context with open all of us data,2;16,,,,NHGRI(0.600);NIGMS(0.300);NHLBI(0.050);NCI(0.050)
1653,40372213,2025,Food Insecurity and Clinical Biomarkers of Inflammation among Cancer Survivors in the All of Us Research Program,5;6,,,,NCI(0.500);NIMHD(0.500)
1654,40377722,2025,Congenital ichthyosis is associated with cutaneous malignancies in a case-control study,5;12,,,,NCI(0.650);NIAMS(0.350)
1655,40379038,2025,Fitbit-measured physical activity is inversely associated with incident atrial fibrillation among All of Us participants,1;2;3;7,,,,NHGRI(0.250);NLM(0.250);NHLBI(0.225);NIBIB(0.125);NIDDK(0.113);NIMH(0.038)
1656,40383690,2025,Socioeconomic Disparities in Intravitreal Injection Use and Anti-VEGF Agent Selection: Aflibercept/Ranibizumab Versus Bevacizumab,6;18,,,,NIMHD(0.500);NEI(0.500)
1657,40397457,2025,Polygenic Prediction of Peripheral Artery Disease and Major Adverse Limb Events,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
1658,40398747,2025,Pregnancy and Diabetic Retinopathy: A Report From the All of Us Research Program,1;15;18,EY,EY,EY,NICHD(0.333);NEI(0.333);NHLBI(0.233);NIDDK(0.100)
1659,40375815,2025,Micronutrients and Chronic Pain: A Cross-Sectional Analysis,4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
1661,40398830,2025,Impacts of sample weighting on transferability of risk prediction models across EHR-Linked biobanks with different recruitment strategies,1;3;4;5;6;17,CA,CA,CA,NLM(0.167);NCI(0.167);NIMHD(0.167);NHLBI(0.117);NIMH(0.117);NIH-Wide(0.117);NIDDK(0.050);NHGRI(0.050);NIDA(0.033);NIAAA(0.017)
1662,40402080,2025,Risk Factors Associated with Gastroenteropancreatic and Lung Neuroendocrine Tumors: A Nested Case-Control Study from The All of Us Research Program,1,,,,NHLBI(0.700);NIDDK(0.300)
1663,40405064,2025,AoUPRS: A cost-effective and versatile PRS calculator for the All of Us Program,1;2,HG,HG,HG,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
1664,40409746,2025,Unlocking the Potential of Wear Time of a Wearable Device to Enhance Postpartum Depression Screening and Detection: Cross-Sectional Study,4;7;15,,,,NICHD(0.333);NIMH(0.283);NIBIB(0.167);NIDA(0.067);NHLBI(0.067);NIDDK(0.050);NIAAA(0.033)
1665,40405426,2025,Vitiligo and associated comorbidities: A case-control study in the All of Us database,1;12,,,,NHLBI(0.350);NIAMS(0.350);NIDDK(0.150);NCI(0.150)
1666,40408224,2025,Progression trajectories of chronic overlapping pain conditions unveiled across two large clinical data warehouses,4;15,DE,DE,DE,NICHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
1667,40413420,2025,Veteran participation in the All of Us Research Program: applying an intersectionality lens to evaluate participant diversity,6,OD,NIMHD(1.00),OD,NIMHD(1.000)
1668,40417568,2025,EHR Phenotyping Methods for Measuring Treatment Adherence Among People Living With HIV in All of Us: Towards Disparities and Inequalities in HIV Care Continuum,3;6;8,,,,NLM(0.333);NIMHD(0.333);NIAID(0.333)
1669,40417537,2025,Deep Learning-based Time-to-event Analysis of Depression and Asthma using the All of Us Research Program,3;4;13,,,,NLM(0.333);NHLBI(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
1670,40421552,2025,Perceived Discrimination in Medical Care Settings on A1c Data From the All of Us Program,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
1671,40433684,2025,Association of Pathogenic/Likely Pathogenic Genetic Variants for Cardiomyopathies With Clinical Outcomes: A Multiancestry Analysis in the All of Us Research Program,1;2;10,,,,NHGRI(0.500);NHLBI(0.233);NCATS(0.167);NIDDK(0.100)
1672,40437102,2025,Computable phenotypes to identify respiratory viral infections in the All of Us research program,3;6;8,,,,NLM(0.333);NIMHD(0.333);NIAID(0.333)
1673,40437324,2025,"Racial, ethnic and socioeconomic disparities in healthcare for adult spinal deformity patients",6,,,,NIMHD(1.000)
1674,40442974,2025,PTPN2 and Leukopenia in Individuals With Normal TPMT and NUDT15 Metabolizer Status Taking Azathioprine,2;9;16,,,,NHGRI(0.400);NIGMS(0.200);NIAID(0.167);NIAMS(0.167);NHLBI(0.033);NCI(0.033)
1675,40421744,2025,Sex differences in the confounders influencing the relationships linking socioeconomic factors and cognitive performance with family history of Alzheimer's disease and related dementias,6;11,AG;DA;MH;OD,AG;DA;MH;OD,AG;DA;MH;OD;TR,NIMHD(0.500);NIA(0.400);NINDS(0.100)
1676,40047317,2025,"SLCO1B1 Functional Variants, Bilirubin, Statin-Induced Myotoxicity, and Recent Sub-Saharan African Ancestry: A Precision Medicine Health Equity Study",1;2;6;16,HG;HL,HG;HL,HG;HL;OD,NHGRI(0.300);NIMHD(0.250);NHLBI(0.200);NIGMS(0.150);NIDDK(0.075);NCI(0.025)
1681,40417546,2025,Adaptive Recruitment Resource Allocation to Improve Cohort Representativeness in Participatory Biomedical Datasets,17,,,,NIH-Wide(0.700);NHGRI(0.300)
1689,40369171,2025,Polygenic Risk Scores in Dilated Cardiomyopathy: Towards the Future,2,,,,NHGRI(1.000)
1690,40267362,2025,Standardized Measurement of Type 1 Diabetes Polygenic Risk Across Multiancestry Population Cohorts,1;2,DK;HG,DK;HG,DK;HG;OD,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
1691,40185865,2025,Genomics and multiomics in the age of precision medicine,2,,,,NHGRI(1.000)
1705,41019453,2025,Access to oral health care and its social determinants across the lifespan in the United States,6,,,,NIMHD(1.000)
1707,40986403,2025,Machine Learning Approaches to Racial/Ethnic Differences in Social Determinants of Mild Cognitive Impairment and Its Progression to Dementia in the All of Us Research Program,3;6;11,,,,NLM(0.333);NIMHD(0.333);NIA(0.267);NINDS(0.067)
1708,40980249,2025,"Younger Age, Female Sex, Low Income, and Poor Mental Health Are Patient-Perceived Risk Factors for Poor Access to Care for Rotator Cuff Tears",4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
1709,40974255,2025,Chronic pain prevalence and severity in females before & after menopause versus males in a large multi-center database,4;15,,,,NICHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
1710,40973771,2025,Comparative polygenic predispositions of treatment-resistant depression in East Asian and European populations,2;4,,,,NHGRI(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
1717,40939242,2025,Factors associated with acute unscheduled care visits for asthma in the all of US dataset,1;4;6;13,,,,NHLBI(0.425);NIMHD(0.250);NIMH(0.175);NIDDK(0.075);NIDA(0.050);NIAAA(0.025)
1718,40937424,2025,Changes in mental health care utilisation before and during the COVID-19 pandemic among people living with HIV in the USA: a retrospective cohort study using the All of Us dataset,4;6;8,,,,NIMHD(0.333);NIAID(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
1719,40932135,2025,Validation of the American Heart Association Predicting Risk of Cardiovascular Disease Events Equations in Diverse Socioeconomic Groups: The All of Us Cohort,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
1720,40913926,2025,Adults With Congenital Heart Disease Have an Increased Prevalence of Autoimmunity,1;3,,,,NLM(0.500);NHLBI(0.350);NIDDK(0.150)
1721,40913723,2025,Socioeconomic Factors Impact the Perception of Healthcare Experiences in Patients with Cirrhosis,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
1722,40912238,2025,A semi-empirical Bayes approach for calibrating weak instrumental bias in sex-specific Mendelian randomization studies,1;2;10;13,,,,NHLBI(0.425);NHGRI(0.375);NCATS(0.125);NIDDK(0.075)
1728,40902600,2025,"Evaluating multi-ancestry genome-wide association methods: Statistical power, population structure, and practical implications",2,,,,NHGRI(1.000)
1729,40898779,2025,The prevalence of endometriosis in adult female patients with hidradenitis suppurativa: a cross-sectional study using the All of Us Research Program,12;15,,,,NICHD(0.500);NIAMS(0.350);NCI(0.150)
1730,40896298,2025,Benchmarking Missing Data Imputation Methods for Time Series Using Real-World Test Cases,2;3,,,,NHGRI(0.500);NLM(0.500)
1733,40890099,2025,Coagulation factor XII haploinsufficiency is protective against venous thromboembolism in a population-scale multidimensional analysis,1,,,,NHLBI(0.700);NIDDK(0.300)
1734,40884223,2025,Cost-related barriers to medication use among diverse participants with obesity-associated asthma,1;6;13,,,,NHLBI(0.567);NIMHD(0.333);NIDDK(0.100)
1735,40883272,2025,"Clustering of lymphoid neoplasms by cell of origin, somatic mutation and drug usage profiles: a multi-trait genome-wide association study",2;3;5,,,,NHGRI(0.333);NLM(0.333);NCI(0.333)
1736,40858232,2025,Long-term PM2.5 exposure and mental health disparities: A prospective analysis of the All of Us Research Program,4;6;19,,,,NIMHD(0.333);NIEHS(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
1737,40869462,2025,"Defining the Chronic Complexities of hEDS and HSD: A Global Survey of Diagnostic Challenges, Life-Long Comorbidities, and Unmet Needs",4;10,,,,NIMH(0.350);NCATS(0.250);NHGRI(0.250);NIDA(0.100);NIAAA(0.050)
1738,40881554,2025,The United States Preventive Services Task Force (USPSTF) Guidelines vs. Electronic Health Record (EHR)-Based Screening: A Comparative Accuracy Study in Prostate Cancer,3;5,,,,NLM(0.500);NCI(0.500)
1739,40865627,2025,Glucagon-like Peptide-1 Receptor Agonists Are Associated With a Lower Risk of Peptic Ulcer Disease: A Nationwide Cohort Study,1,,,,NHLBI(0.700);NIDDK(0.300)
1740,40845034,2025,Understanding the evolving treatment landscape of hidradenitis suppurativa: An analysis of All of Us,4;6;12,,,,NIMHD(0.333);NIMH(0.233);NIAMS(0.233);NCI(0.100);NIDA(0.067);NIAAA(0.033)
1741,40844317,2025,The All of Us Research Program's Social Media Outreach to Underrepresented Populations: Mixed Methods Analysis,6;17,,,,NIMHD(0.500);NIH-Wide(0.350);NHGRI(0.150)
1742,40837114,2025,Enhancing Health Research with Machine Learning: Practical Case Studies Using the All of Us Researcher Workbench,3,,,,NLM(1.000)
1743,40850508,2025,"Associations between long-term metformin use, the risk of vitamin B12 deficiency, and neuropathy: An All of Us research Program study",1;14;16,,,,NINDS(0.333);NHLBI(0.267);NIGMS(0.200);NIDDK(0.100);NHGRI(0.067);NCI(0.033)
1744,40837069,2025,Genome-Wide Association Study and Rare Variant Association Studies of Strabismus in the All of Us Research Program,1;2;14;18,,,,NHGRI(0.250);NINDS(0.250);NEI(0.250);NHLBI(0.175);NIDDK(0.075)
1747,40827941,2025,Polygenic Resistance to Blood Pressure Treatment and Stroke Risk: Insights from the All of Us Research Program,1;2;14,,,,NHGRI(0.333);NINDS(0.333);NHLBI(0.233);NIDDK(0.100)
1750,40802651,2025,Genetic Associations in Non-Europeans with Pulmonary Fibrosis: Analysis of the All of Us Cohort,13,,,,NHLBI(1.000)
1753,40794368,2025,Are Aggregated Electronic Health Record Datasets Good for Research?,3,,,,NLM(1.000)
1754,40792640,2025,The Intersection of Disability and Cancer: Improving Outcomes in Cancer Patients With Disabilities,4;5;6,,,,NCI(0.333);NIMHD(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
1758,40779583,2025,Perceived stress and allostatic load: Results from the All of Us Research Program,4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
1761,40776288,2025,Predicting Infection Risk in Rheumatoid Arthritis Patients Treated with Biological and Targeted Synthetic Disease-Modifying Anti-Rheumatic Drugs: An Application of Machine Learning,3;8;9,,,,NIAID(0.500);NLM(0.333);NIAMS(0.167)
1762,40776023,2025,Unveiling Pharmacogenomic Patterns in Breast Cancer Through Big Data,3;5;16,,,,NCI(0.367);NLM(0.333);NIGMS(0.200);NHGRI(0.067);NHLBI(0.033)
1763,40776020,2025,Type 2 Diabetes Subtyping via Phenotype and Genotype Co-Learning,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
1764,40774444,2025,Association of activity with the risk of developing musculoskeletal pain in the All of Us research program,3;4;7,,,,NLM(0.333);NIMH(0.283);NIBIB(0.167);NIDA(0.067);NHLBI(0.067);NIDDK(0.050);NIAAA(0.033)
1765,40771618,2025,ENABLING A HEALTHIER FUTURE FOR ALL THROUGH PRECISION MEDICINE,5;7,,,,NCI(0.500);NIBIB(0.250);NHLBI(0.100);NIDDK(0.075);NIMH(0.075)
1766,40771450,2025,A Case-Control Study of Trichotillomania Patients Using a National Database,4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
1767,40771441,2025,Management and Genetics of Alopecia Areata within the USA: A Cross-Sectional Study of All of Us,2;12,,,,NHGRI(0.500);NIAMS(0.350);NCI(0.150)
1768,40770708,2025,Whole exome sequencing and polygenic risk assessment for kidney functions and clinical management in both hospital-based cohort and population-based Asian cohorts,1;2;10,,,,NHGRI(0.500);NHLBI(0.233);NCATS(0.167);NIDDK(0.100)
1771,40763922,2025,APOE Genotype and Statin Response: Evidence From the UK Biobank and All of Us Program,1;2;11,,,,NHGRI(0.333);NIA(0.267);NHLBI(0.233);NIDDK(0.100);NINDS(0.067)
1772,40756774,2025,Pyoderma gangrenosum associated with major adverse cardiovascular events,1;9;12,,,,NIAMS(0.400);NHLBI(0.233);NIAID(0.167);NIDDK(0.100);NCI(0.100)
1773,40754711,2025,Genetic variants linked to statin-associated Type 2 diabetes mellitus: Findings from the UK Biobank and the All of Us Research Program,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
1774,40754259,2025,Investigating the Relationship Between Corneal Dystrophy and Mental Health Conditions Using the All of Us Research Program Database,3;4,,,,NLM(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
